id,nazev,typ,adresa1,adresa2,adresa3,PSC,obec,kraj,obor_kod,obor_nazev,obor_forma,obor_delka,obor_kapacita,okres
060884720,Střední škola,C00,U Stadionu 1166,516 01 Rychnov nad Kněžnou,516 01 Rychnov nad Kněžnou,516 01,Rychnov nad Kněžnou,Královéhradecký kraj,2341M01,Strojírenství,10,40,264,Rychnov nad Kněžnou
045978298,Střední škola,C00,Orlické nábřeží 356/1,500 03 Hradec Králové,500 03 Hradec Králové,500 03,Hradec Králové,Královéhradecký kraj,7941K41,Gymnázium,10,40,150,Hradec Králové
015037789,Střední škola,C00,Havlíčkova 812,542 32 Úpice,542 32 Úpice,542 32,Úpice,Královéhradecký kraj,6843M001,Veřejnosprávní činnost,10,40,120,Trutnov
181035618,Střední škola,C00,Hradecká 1151/9,500 03 Hradec Králové,500 03 Hradec Králové,500 03,Hradec Králové,Královéhradecký kraj,6651H01,Prodavač,10,30,120,Hradec Králové
181055660,Střední škola,C00,Blahoslavova 2105,508 01 Hořice,508 01 Hořice,508 01,Hořice,Královéhradecký kraj,7941K41,Gymnázium,10,40,120,Jičín
102266271,Střední škola,C00,Pražská 931,547 01 Náchod,547 01 Náchod,547 01,Náchod,Královéhradecký kraj,1820M01,Informační technologie,10,40,60,Náchod
110028881,Střední škola,C00,Hostovského 910,549 31 Hronov,549 31 Hronov,549 31,Hronov,Královéhradecký kraj,2341M01,Strojírenství,10,40,123,Náchod
000529681,Střední škola,C00,Volanovská 243,Horní Předměstí,541 01 Trutnov,541 01,Trutnov,Královéhradecký kraj,2953H01,Pekař,10,30,36,Trutnov
110200039,Střední škola,C00,Riegrova 1403,508 01 Hořice,508 01 Hořice,508 01,Hořice,Královéhradecký kraj,2356H01,Obráběč kovů,10,30,102,Jičín
015055663,Střední škola,C00,Kumburská 846,509 01 Nová Paka,509 01 Nová Paka,509 01,Nová Paka,Královéhradecký kraj,2343L51,Provozní technika,22,30,60,Jičín
