;id;nazev;typ;adresa1;adresa2;adresa3;PSC;obec;kraj;obor_kod;obor_nazev;obor_forma;obor_delka;obor_kapacita;okres;kod_okresu_a;kod_okresu_b;nazev_ulice;cislo_popisne;Zeměpisná šířka;Zeměpisná délka;kategorie
406;87211;Střední škola;C00;Komenského nám. 22;Litomyšl-Město;570 01 Litomyšl;57001.0;Litomyšl;Pardubický kraj;7531M01;Předškolní a mimoškolní pedagogika;10;40;450.0;Svitavy;CZ0533;40631;Komenského nám.;22;49.872988;16.308745;odborné vzdělání s maturitou
407;15034569;Střední škola;C00;Nádražní 1083/8;Předměstí;568 02 Svitavy;56802.0;Svitavy;Pardubický kraj;2344L01;Mechanik strojů a zařízení;10;40;120.0;Svitavy;CZ0533;40631;Nádražní;1083/8;49.758426;16.476887;odborné vzdělání s odborným výcvikem a maturitou
408;47450827;Střední škola;C00;Tyršova 237;Litomyšl-Město;570 01 Litomyšl;57001.0;Litomyšl;Pardubický kraj;6341M01;Ekonomika a podnikání;10;40;240.0;Svitavy;CZ0533;40631;Tyršova;237;49.867699;16.31501;obchodní akademie a veřejnosprávní činnost
409;401048;Střední škola;C00;nábř. Svobody 306;Horní Předměstí;572 01 Polička;57201.0;Polička;Pardubický kraj;7941K41;Gymnázium;10;40;130.0;Svitavy;CZ0533;40631;nábř. Svobody;306;49.712635;16.267944;gymnázium
410;49314670;Střední škola;C00;Tyršovo náměstí 970;560 02 Česká Třebová;560 02 Česká Třebová;56002.0;Česká Třebová;Pardubický kraj;7941K41;Gymnázium;10;40;125.0;Ústí nad Orlicí;CZ0534;40649;Tyršovo náměstí;970;49.904404;16.443924;gymnázium
411;49314653;Střední škola;C00;nám. J. M. Marků 113;Lanškroun-Vnitřní Město;563 01 Lanškroun;56301.0;Lanškroun;Pardubický kraj;7941K41;Gymnázium;10;40;124.0;Ústí nad Orlicí;CZ0534;40649;nám. J. M. Marků;113;49.91246;16.610637;gymnázium
412;401081;Střední škola;C00;T. G. Masaryka 106;562 01 Ústí nad Orlicí;562 01 Ústí nad Orlicí;56201.0;Ústí nad Orlicí;Pardubický kraj;7941K41;Gymnázium;10;40;124.0;Ústí nad Orlicí;CZ0534;40649;T. G. Masaryka;106;49.971687;16.396995;gymnázium
413;401072;Střední škola;C00;nám. Vaňorného 163;Vysoké Mýto-Město;566 01 Vysoké Mýto;56601.0;Vysoké Mýto;Pardubický kraj;7941K41;Gymnázium;10;40;240.0;Ústí nad Orlicí;CZ0534;40649;nám. Vaňorného;163;49.952454;16.157868;gymnázium
414;49314891;Střední škola;C00;Nádražní 48;564 01 Žamberk;564 01 Žamberk;56401.0;Žamberk;Pardubický kraj;7941K41;Gymnázium;10;40;124.0;Ústí nad Orlicí;CZ0534;40649;Nádražní;48;50.0855;16.464995;gymnázium
415;110011848;Střední škola;C00;Gen. Závady 118;Litomyšlské Předměstí;566 01 Vysoké Mýto;56601.0;Vysoké Mýto;Pardubický kraj;6341M01;Ekonomika a podnikání;10;40;120.0;Ústí nad Orlicí;CZ0534;40649;Gen. Závady;118;49.950965;16.158853;obchodní akademie a veřejnosprávní činnost
416;87408;Střední škola;C00;Zahradní 541;562 01 Ústí nad Orlicí;562 01 Ústí nad Orlicí;56201.0;Ústí nad Orlicí;Pardubický kraj;2345L01;Mechanik seřizovač;10;40;120.0;Ústí nad Orlicí;CZ0534;40649;Zahradní;541;49.974195;16.391189;odborné vzdělání s odborným výcvikem a maturitou
417;87670;Střední škola;C00;Dolní Třešňovec 17;563 01 Lanškroun;563 01 Lanškroun;56301.0;Lanškroun;Pardubický kraj;4141M01;Agropodnikání;10;40;240.0;Ústí nad Orlicí;CZ0534;40649;Dolní Třešňovec;17;49.923108;16.612209;odborné vzdělání s maturitou
418;110032110;Střední škola;C00;Habrmanova 1540;560 02 Česká Třebová;560 02 Česká Třebová;56002.0;Česká Třebová;Pardubický kraj;1820M01;Informační technologie;10;40;230.0;Ústí nad Orlicí;CZ0534;40649;Habrmanova;1540;49.904287;16.44091;informační technologie
419;529842;Střední škola;C00;Dukelská 313;Hylváty;562 01 Ústí nad Orlicí;56201.0;Ústí nad Orlicí;Pardubický kraj;1602M01;Průmyslová ekologie;10;40;80.0;Ústí nad Orlicí;CZ0534;40649;Dukelská;313;49.966457;16.410933;odborné vzdělání s maturitou
420;49314912;Střední škola;C00;Komenského 472;561 51 Letohrad;561 51 Letohrad;56151.0;Letohrad;Pardubický kraj;2341M01;Strojírenství;10;40;120.0;Ústí nad Orlicí;CZ0534;40649;Komenského;472;50.038273;16.490096;odborné vzdělání s maturitou
421;110009754;Střední škola;C00;Poděbradova 336;Chrudim IV;537 01 Chrudim;53701.0;Chrudim;Pardubický kraj;5341M03;Praktická sestra;10;40;225.0;Chrudim;CZ0531;40614;Poděbradova;336;49.95449;15.791908;odborné vzdělání s maturitou
422;110010205;Střední škola;C00;Purkyňova 256/9;Předměstí;568 02 Svitavy;56802.0;Svitavy;Pardubický kraj;5341M01;Zdravotnický asistent;10;40;165.0;Svitavy;CZ0533;40631;Purkyňova;256/9;49.753343;16.472646;odborné vzdělání s maturitou
423;13582259;Střední škola;C00;Čáslavská 205;Chrudim IV;537 01 Chrudim;53701.0;Chrudim;Pardubický kraj;1820M01;Informační technologie;10;40;128.0;Chrudim;CZ0531;40614;Čáslavská;205;49.955997;15.782784;informační technologie
424;130001694;Střední škola;C00;Mládežnická 380;Pražské Předměstí;566 01 Vysoké Mýto;56601.0;Vysoké Mýto;Pardubický kraj;2341M01;Strojírenství;10;40;136.0;Ústí nad Orlicí;CZ0534;40649;Mládežnická;380;49.951433;16.150834;odborné vzdělání s maturitou
425;60103361;Střední škola;C00;Poděbradova 842;Chrudim IV;537 01 Chrudim;53701.0;Chrudim;Pardubický kraj;1601M01;Ekologie a životní prostředí;10;40;120.0;Chrudim;CZ0531;40614;Poděbradova;842;49.955097;15.792727;odborné vzdělání s maturitou
426;250000016;Střední škola;C00;Jevíčská 937/7;Předměstí;571 01 Moravská Třebová;57101.0;Moravská Třebová;Pardubický kraj;2341M01;Strojírenství;10;40;;Svitavy;CZ0533;40631;Jevíčská;937/7;49.752767;16.673615;odborné vzdělání s maturitou
427;110100859;Střední škola;C00;Vítězslava Nováka 584;539 73 Skuteč;539 73 Skuteč;53973.0;Skuteč;Pardubický kraj;6842M01;Bezpečnostně právní činnost;10;40;120.0;Chrudim;CZ0531;40614;Vítězslava Nováka;584;49.840165;15.993545;odborné vzdělání s maturitou
428;87653;Střední škola;C00;T. G. Masaryka 659;Litomyšl-Město;570 01 Litomyšl;57001.0;Litomyšl;Pardubický kraj;4143L01;Chovatel cizokrajných zvířat;10;40;300.0;Svitavy;CZ0533;40631;T. G. Masaryka;659;49.872083;16.30613;odborné vzdělání s odborným výcvikem a maturitou
429;181048841;Střední škola;C00;Karla IV. 13;Zelené Předměstí;530 02 Pardubice;53002.0;Pardubice;Pardubický kraj;1820M01;Informační technologie;10;40;480.0;Pardubice;CZ0532;40622;Karla IV.;13;50.037204;15.779426;informační technologie
430;48342912;Střední škola;C00;Pivovarská 323;Týnské Předměstí;344 01 Domažlice;34401.0;Domažlice;Plzeňský kraj;7941K41;Gymnázium;10;40;132.0;Domažlice;CZ0321;40355;Pivovarská;323;49.441922;12.92566;gymnázium
431;48342939;Střední škola;C00;Erbenova 184;Týnské Předměstí;344 01 Domažlice;34401.0;Domažlice;Plzeňský kraj;1820M01;Informační technologie;10;40;110.0;Domažlice;CZ0321;40355;Erbenova;184;49.444659;12.921506;informační technologie
432;18230083;Střední škola;C00;Prokopa Velikého 640;Týnské Předměstí;344 01 Domažlice;34401.0;Domažlice;Plzeňský kraj;2345L01;Mechanik seřizovač;10;40;180.0;Domažlice;CZ0321;40355;Prokopa Velikého;640;49.448316;12.933446;odborné vzdělání s odborným výcvikem a maturitou
433;76996;Střední škola;C00;Národních mučedníků 347;Klatovy IV;339 01 Klatovy;33901.0;Klatovy;Plzeňský kraj;7941K41;Gymnázium;10;40;260.0;Klatovy;CZ0322;40363;Národních mučedníků;347;49.39138;13.299009;gymnázium
434;77143;Střední škola;C00;nábř. Kpt. Nálepky 362;Klatovy III;339 01 Klatovy;33901.0;Klatovy;Plzeňský kraj;2341M01;Strojírenství;10;40;120.0;Klatovy;CZ0322;40363;nábř. Kpt. Nálepky;362;49.401197;13.285167;odborné vzdělání s maturitou
435;77003;Střední škola;C00;F. Procházky 324;Sušice II;342 01 Sušice;34201.0;Sušice;Plzeňský kraj;7941K41;Gymnázium;10;40;150.0;Klatovy;CZ0322;40363;F. Procházky;324;49.234701;13.521241;gymnázium
436;77232;Střední škola;C00;Plánická 196;Klatovy I;339 01 Klatovy;33901.0;Klatovy;Plzeňský kraj;5341M01;Zdravotnický asistent;10;40;180.0;Klatovy;CZ0322;40363;Plánická;196;49.394499;13.295734;odborné vzdělání s maturitou
437;77313;Střední škola;C00;Národních mučedníků 141;Klatovy IV;339 01 Klatovy;33901.0;Klatovy;Plzeňský kraj;1601M01;Ekologie a životní prostředí;10;40;68.0;Klatovy;CZ0322;40363;Národních mučedníků;141;49.390677;13.300219;odborné vzdělání s maturitou
438;49778137;Střední škola;C00;Vejprnická 663/56;Skvrňany;318 00 Plzeň;31800.0;Plzeň;Plzeňský kraj;7941K41;Gymnázium;10;40;136.0;Plzeň-město;CZ0323;40371;Vejprnická;663/56;49.742957;13.334314;gymnázium
439;574406;Střední škola;C00;Klatovská třída 2778/200g;Jižní Předměstí;301 00 Plzeň;30100.0;Plzeň;Plzeňský kraj;1820M01;Informační technologie;10;40;260.0;Plzeň-město;CZ0323;40371;Klatovská třída;2778/200g;49.725431;13.363246;informační technologie
440;49774301;Střední škola;C00;Koterovská 828/85;Lobzy;326 00 Plzeň;32600.0;Plzeň;Plzeňský kraj;1820M01;Informační technologie;10;40;600.0;Plzeň-město;CZ0323;40371;Koterovská;828/85;49.732541;13.404855;informační technologie
441;49778099;Střední škola;C00;Petákova 2055/2;Jižní Předměstí;301 00 Plzeň;30100.0;Plzeň;Plzeňský kraj;7941K41;Gymnázium;10;40;356.0;Plzeň-město;CZ0323;40371;Petákova;2055/2;49.741813;13.373587;gymnázium
442;49778102;Střední škola;C00;Opavská 823/21;Doubravka;312 00 Plzeň;31200.0;Plzeň;Plzeňský kraj;7941K41;Gymnázium;10;40;160.0;Plzeň-město;CZ0323;40371;Opavská;823/21;49.751505;13.413613;gymnázium
443;49778145;Střední škola;C00;Mikulášské náměstí 808/23;Východní Předměstí;326 00 Plzeň;32600.0;Plzeň;Plzeňský kraj;7941K41;Gymnázium;10;40;358.0;Plzeň-město;CZ0323;40371;Mikulášské náměstí;808/23;49.739551;13.387443;gymnázium
444;49778161;Střední škola;C00;náměstí T. G. Masaryka 1530/13;Jižní Předměstí;301 00 Plzeň;30100.0;Plzeň;Plzeňský kraj;6341M02;Obchodní akademie;10;40;544.0;Plzeň-město;CZ0323;40371;náměstí T. G. Masaryka;1530/13;49.741232;13.372985;obchodní akademie a veřejnosprávní činnost
445;520152;Střední škola;C00;Nerudova 1214/33;Jižní Předměstí;301 00 Plzeň;30100.0;Plzeň;Plzeňský kraj;6341M01;Ekonomika a podnikání;10;40;272.0;Plzeň-město;CZ0323;40371;Nerudova;1214/33;49.742189;13.366755;obchodní akademie a veřejnosprávní činnost
446;49775961;Střední škola;C00;Sokolovská 1165/54;Bolevec;323 00 Plzeň;32300.0;Plzeň;Plzeňský kraj;7941K41;Gymnázium;10;40;130.0;Plzeň-město;CZ0323;40371;Sokolovská;1165/54;49.770902;13.370677;gymnázium
447;49776541;Střední škola;C00;Politických vězňů 2003/5;Jižní Předměstí;301 00 Plzeň;30100.0;Plzeň;Plzeňský kraj;6341M02;Obchodní akademie;10;40;300.0;Plzeň-město;CZ0323;40371;Politických vězňů;2003/5;49.729175;13.371946;obchodní akademie a veřejnosprávní činnost
448;110037545;Střední škola;C00;Pod Vinicemi 889/82;Severní Předměstí;301 00 Plzeň;30100.0;Plzeň;Plzeňský kraj;8241M01;Užitá malba;10;40;75.0;Plzeň-město;CZ0323;40371;Pod Vinicemi;889/82;49.758271;13.339468;odborné vzdělání s maturitou
449;49777149;Střední škola;C00;sady 5. května 2395/21;Východní Předměstí;301 00 Plzeň;30100.0;Plzeň;Plzeňský kraj;6341M01;Ekonomika a podnikání;10;40;460.0;Plzeň-město;CZ0323;40371;sady 5. května;2395/21;49.75016;13.37876;obchodní akademie a veřejnosprávní činnost
450;49778064;Střední škola;C00;Chodské náměstí 1585/2;Jižní Předměstí;301 00 Plzeň;30100.0;Plzeň;Plzeňský kraj;3646M01;Geodézie a katastr nemovitostí;10;40;136.0;Plzeň-město;CZ0323;40371;Chodské náměstí;1585/2;49.73772;13.37167;odborné vzdělání s maturitou
451;108005631;Střední škola;C00;Družstevní 650;336 13 Blovice;336 13 Blovice;33613.0;Blovice;Plzeňský kraj;7941K41;Gymnázium;10;40;130.0;Plzeň-jih;CZ0324;40380;Družstevní;650;49.582334;13.532377;gymnázium
452;108005623;Střední škola;C00;Táborská 2081/28;Východní Předměstí;326 00 Plzeň;32600.0;Plzeň;Plzeňský kraj;1601M01;Ekologie a životní prostředí;10;40;100.0;Plzeň-město;CZ0323;40371;Táborská;2081/28;49.738348;13.396255;odborné vzdělání s maturitou
453;108032060;Střední škola;C00;Školní 280;331 01 Plasy;331 01 Plasy;33101.0;Plasy;Plzeňský kraj;4141M01;Agropodnikání;10;40;120.0;Plzeň-sever;CZ0325;40398;Školní;280;49.933261;13.381501;odborné vzdělání s maturitou
454;479322;Střední škola;C00;Mládežníků 1115;Nové Město;337 01 Rokycany;33701.0;Rokycany;Plzeňský kraj;1820M01;Informační technologie;10;40;120.0;Rokycany;CZ0326;40401;Mládežníků;1115;49.746143;13.600718;informační technologie
455;102100675;Střední škola;C00;Soběslavova 1426;349 01 Stříbro;349 01 Stříbro;34901.0;Stříbro;Plzeňský kraj;6341M02;Obchodní akademie;10;40;132.0;Tachov;CZ0327;40410;Soběslavova;1426;49.759561;13.000928;obchodní akademie a veřejnosprávní činnost
456;77348;Střední škola;C00;Benešova 508;349 01 Stříbro;349 01 Stříbro;34901.0;Stříbro;Plzeňský kraj;1820M01;Informační technologie;10;40;120.0;Tachov;CZ0327;40410;Benešova;508;49.754141;12.997562;informační technologie
457;523925;Střední škola;C00;Škroupova 209/13;Jižní Předměstí;301 00 Plzeň;30100.0;Plzeň;Plzeňský kraj;3143M01;Oděvnictví;10;40;220.0;Plzeň-město;CZ0323;40371;Škroupova;209/13;49.741343;13.375324;odborné vzdělání s maturitou
458;520110;Střední škola;C00;Světce 1;347 01 Tachov;347 01 Tachov;34701.0;Tachov;Plzeňský kraj;1820M01;Informační technologie;10;40;132.0;Tachov;CZ0327;40410;Světce;1;49.802054;12.605744;informační technologie
459;110100549;Střední škola;C00;Karlovarská 1210/99;Bolevec;323 00 Plzeň;32300.0;Plzeň;Plzeňský kraj;2345M01;Dopravní prostředky;10;40;264.0;Plzeň-město;CZ0323;40371;Karlovarská;1210/99;49.76905;13.360222;odborné vzdělání s maturitou
460;110100590;Střední škola;C00;Vejprnická 663/56;Skvrňany;318 00 Plzeň;31800.0;Plzeň;Plzeňský kraj;1820M01;Informační technologie;10;40;256.0;Plzeň-město;CZ0323;40371;Vejprnická;663/56;49.742957;13.334314;informační technologie
461;181121379;Střední škola;C00;Husova 1126/43;Jižní Předměstí;301 00 Plzeň;30100.0;Plzeň;Plzeňský kraj;7842M06;Kombinované lyceum;10;40;130.0;Plzeň-město;CZ0323;40371;Husova;1126/43;49.745774;13.36506;odborné vzdělání s maturitou
462;638447;Střední škola;C00;Dušní 1083/7;Staré Město;110 00 Praha 1;;Praha 1;Hlavní město Praha;1820M01;Informační technologie;10;40;250.0;Praha;CZ0100;40924;Dušní;1083/7;50.089618;14.420794;informační technologie
463;61388866;Střední škola;C00;Panská 856/3;Nové Město;110 00 Praha 1;;Praha 1;Hlavní město Praha;2645M01;Telekomunikace;10;40;310.0;Praha;CZ0100;40924;Panská;856/3;50.08486;14.426786;odborné vzdělání s maturitou
464;638595;Střední škola;C00;Hellichova 535/22;Malá Strana;118 00 Praha 1;;Praha 1;Hlavní město Praha;3441M01;Polygrafie;10;40;180.0;Praha;CZ0100;40924;Hellichova;535/22;50.084715;14.403013;odborné vzdělání s maturitou
465;61388726;Střední škola;C00;Dušní 900/17;Staré Město;110 00 Praha 1;;Praha 1;Hlavní město Praha;3647M01;Stavebnictví;10;40;540.0;Praha;CZ0100;40924;Dušní;900/17;50.091302;14.420204;odborné vzdělání s maturitou
466;61387002;Střední škola;C00;U Půjčovny 1274/9;Nové Město;110 00 Praha 1;;Praha 1;Hlavní město Praha;8241M07;Modelářství a návrhářství oděvů;10;40;70.0;Praha;CZ0100;40924;U Půjčovny;1274/9;50.084491;14.431647;odborné vzdělání s maturitou
467;13094394;Střední škola;C00;Pštrossova 203/13;Nové Město;110 00 Praha 1;;Praha 1;Hlavní město Praha;7941K41;Gymnázium;10;40;200.0;Praha;CZ0100;40924;Pštrossova;203/13;50.078264;14.415694;gymnázium
468;638293;Střední škola;C00;Masná 1000/18;Staré Město;110 00 Praha 1;;Praha 1;Hlavní město Praha;2345M01;Dopravní prostředky;10;40;120.0;Praha;CZ0100;40924;Masná;1000/18;50.089573;14.425384;odborné vzdělání s maturitou
469;638307;Střední škola;C00;Křemencova 179/12;Nové Město;110 00 Praha 1;;Praha 1;Hlavní město Praha;2844M01;Aplikovaná chemie;10;40;420.0;Praha;CZ0100;40924;Křemencova;179/12;50.078997;14.417151;odborné vzdělání s maturitou
470;110032641;Střední škola;C00;Betlémská 287/4;Staré Město;110 00 Praha 1;;Praha 1;Hlavní město Praha;1820M01;Informační technologie;10;40;364.0;Praha;CZ0100;40924;Betlémská;287/4;50.083568;14.41496;informační technologie
471;60449004;Střední škola;C00;Jindřišská 966/36;Nové Město;110 00 Praha 1;;Praha 1;Hlavní město Praha;7941K41;Gymnázium;10;40;136.0;Praha;CZ0100;40924;Jindřišská;966/36;50.084565;14.43094;gymnázium
472;110001630;Střední škola;C00;Štěpánská 614/22;Nové Město;110 00 Praha 1;;Praha 1;Hlavní město Praha;7941K41;Gymnázium;10;40;450.0;Praha;CZ0100;40924;Štěpánská;614/22;50.078484;14.425399;gymnázium
473;334677;Střední škola;C00;Botičská 424/1;Nové Město;128 00 Praha 2;;Praha 2;Hlavní město Praha;7941K41;Gymnázium;10;40;435.0;Praha;CZ0100;40924;Botičská;424/1;50.069179;14.418405;gymnázium
474;638552;Střední škola;C00;Vršovická 564/43;Vršovice;101 00 Praha 10;;Praha 10;Hlavní město Praha;6542M01;Hotelnictví;10;40;640.0;Praha;CZ0100;40924;Vršovická;564/43;50.067326;14.458984;odborné vzdělání s maturitou
475;638463;Střední škola;C00;Resslova 1780/8;Nové Město;120 00 Praha 2;;Praha 2;Hlavní město Praha;6341M02;Obchodní akademie;10;40;800.0;Praha;CZ0100;40924;Resslova;1780/8;50.075661;14.41668;obchodní akademie a veřejnosprávní činnost
476;283762;Střední škola;C00;Vinohradská 1971/38;Vinohrady;120 00 Praha 2;;Praha 2;Hlavní město Praha;6341M02;Obchodní akademie;10;40;650.0;Praha;CZ0100;40924;Vinohradská;1971/38;50.077295;14.438856;obchodní akademie a veřejnosprávní činnost
477;638374;Střední škola;C00;Ječná 517/30;Nové Město;120 00 Praha 2;;Praha 2;Hlavní město Praha;1820M01;Informační technologie;10;40;816.0;Praha;CZ0100;40924;Ječná;517/30;50.075434;14.426008;informační technologie
478;638455;Střední škola;C00;Resslova 1940/5;Nové Město;120 00 Praha 2;;Praha 2;Hlavní město Praha;6341M01;Ekonomika a podnikání;10;40;136.0;Praha;CZ0100;40924;Resslova;1940/5;50.075894;14.415939;obchodní akademie a veřejnosprávní činnost
479;45268983;Střední škola;C00;Vinohradská 1971/38;Vinohrady;120 00 Praha 2;;Praha 2;Hlavní město Praha;6341M01;Ekonomika a podnikání;10;40;200.0;Praha;CZ0100;40924;Vinohradská;1971/38;50.077295;14.438856;obchodní akademie a veřejnosprávní činnost
480;638366;Střední škola;C00;Podskalská 365/10;Nové Město;128 00 Praha 2;;Praha 2;Hlavní město Praha;1601M01;Ekologie a životní prostředí;10;40;120.0;Praha;CZ0100;40924;Podskalská;365/10;50.069672;14.415677;odborné vzdělání s maturitou
481;45768561;Střední škola;C00;Ječná 527/33;Nové Město;120 00 Praha 2;;Praha 2;Hlavní město Praha;6843M01;Veřejnosprávní činnost;10;40;145.0;Praha;CZ0100;40924;Ječná;527/33;50.075679;14.42652;obchodní akademie a veřejnosprávní činnost
482;335410;Střední škola;C00;Sladkovského náměstí 900/8;Žižkov;130 00 Praha 3;;Praha 3;Hlavní město Praha;7941K41;Gymnázium;10;40;252.0;Praha;CZ0100;40924;Sladkovského náměstí;900/8;50.083834;14.450391;gymnázium
483;110002008;Střední škola;C00;Kubelíkova 1221/37;Žižkov;130 00 Praha 3;;Praha 3;Hlavní město Praha;6341M02;Obchodní akademie;10;40;528.0;Praha;CZ0100;40924;Kubelíkova;1221/37;50.082442;14.451182;obchodní akademie a veřejnosprávní činnost
484;312835;Střední škola;C00;Žižkovo náměstí 1300/1;Žižkov;130 00 Praha 3;;Praha 3;Hlavní město Praha;3342M01;Nábytkářská a dřevařská výroba;10;40;88.0;Praha;CZ0100;40924;Žižkovo náměstí;1300/1;50.081404;14.455662;odborné vzdělání s maturitou
485;638609;Střední škola;C00;Hollarovo náměstí 2275/2;Vinohrady;130 00 Praha 3;;Praha 3;Hlavní město Praha;8241M05;Grafický design;10;40;140.0;Praha;CZ0100;40924;Hollarovo náměstí;2275/2;50.077057;14.477389;odborné vzdělání s maturitou
486;108029310;Střední škola;C00;Písnická 760/11;Kamýk;142 00 Praha 4;;Praha 4;Hlavní město Praha;7941K41;Gymnázium;10;40;180.0;Praha;CZ0100;40924;Písnická;760/11;50.01886;14.44124;gymnázium
487;335533;Střední škola;C00;Ohradní 111/55;Michle;140 00 Praha 4;;Praha 4;Hlavní město Praha;7941K41;Gymnázium;10;40;510.0;Praha;CZ0100;40924;Ohradní;111/55;50.052447;14.455018;gymnázium
488;638358;Střední škola;C00;Družstevní ochoz 1659/3;Nusle;140 00 Praha 4;;Praha 4;Hlavní město Praha;3647M01;Stavebnictví;10;40;720.0;Praha;CZ0100;40924;Družstevní ochoz;1659/3;50.054613;14.447114;odborné vzdělání s maturitou
489;335606;Střední škola;C00;Postupická 3150/4;Záběhlice;141 00 Praha 4;;Praha 4;Hlavní město Praha;7941K41;Gymnázium;10;40;350.0;Praha;CZ0100;40924;Postupická;3150/4;50.045101;14.492649;gymnázium
490;335487;Střední škola;C00;Na Vítězné pláni 1160/1;Nusle;140 00 Praha 4;;Praha 4;Hlavní město Praha;7941K41;Gymnázium;10;40;272.0;Praha;CZ0100;40924;Na Vítězné pláni;1160/1;50.062308;14.434902;gymnázium
491;48109355;Střední škola;C00;Sázavská 830/5;Vinohrady;149 00 Praha 2;;Praha 2;Hlavní město Praha;7941K41;Gymnázium;10;40;402.0;Praha;CZ0100;40924;Sázavská;830/5;50.074295;14.440424;gymnázium
492;108029409;Střední škola;C00;Nárožní 2600/9a;Stodůlky;158 00 Praha 5;;Praha 5;Hlavní město Praha;7842M02;Ekonomické lyceum;10;40;110.0;Praha;CZ0100;40924;Nárožní;2600/9a;50.052986;14.332996;odborné vzdělání s maturitou
493;49366629;Střední škola;C00;Konstantinova 1500/50;Chodov;149 00 Praha 4;;Praha 4;Hlavní město Praha;7941K41;Gymnázium;10;40;128.0;Praha;CZ0100;40924;Konstantinova;1500/50;50.02874;14.518841;gymnázium
494;110007778;Střední škola;C00;Rakovského 3136/1;Modřany;143 00 Praha 4;;Praha 4;Hlavní město Praha;7941K41;Gymnázium;10;40;130.0;Praha;CZ0100;40924;Rakovského;3136/1;50.009481;14.423776;gymnázium
495;110001648;Střední škola;C00;Ekonomická 957;Kunratice;148 00 Praha 4;;Praha 4;Hlavní město Praha;6341M01;Ekonomika a podnikání;10;40;290.0;Praha;CZ0100;40924;Ekonomická;957;50.020376;14.49238;obchodní akademie a veřejnosprávní činnost
496;110036514;Střední škola;C00;Roztylská 1860/1;Chodov;148 00 Praha 4;;Praha 4;Hlavní město Praha;1820M01;Informační technologie;10;40;90.0;Praha;CZ0100;40924;Roztylská;1860/1;50.022017;14.499066;informační technologie
497;335479;Střední škola;C00;Budějovická 680/17;Michle;140 00 Praha 4;;Praha 4;Hlavní město Praha;7941K41;Gymnázium;10;40;320.0;Praha;CZ0100;40924;Budějovická;680/17;50.043406;14.452824;gymnázium
498;44796277;Střední škola;C00;K Milíčovu 674/2;Háje;149 00 Praha 4;;Praha 4;Hlavní město Praha;6341M01;Ekonomika a podnikání;10;40;400.0;Praha;CZ0100;40924;K Milíčovu;674/2;50.028002;14.534818;obchodní akademie a veřejnosprávní činnost
499;108029344;Střední škola;C00;Machkova 1646/1;Chodov;149 00 Praha 4;;Praha 4;Hlavní město Praha;6341M01;Ekonomika a podnikání;10;40;120.0;Praha;CZ0100;40924;Machkova;1646/1;50.03273;14.511263;obchodní akademie a veřejnosprávní činnost
500;48134023;Střední škola;C00;K Sídlišti 840/2;Podolí;140 00 Praha 4;;Praha 4;Hlavní město Praha;6843M01;Veřejnosprávní činnost;10;40;130.0;Praha;CZ0100;40924;K Sídlišti;840/2;50.045701;14.430612;obchodní akademie a veřejnosprávní činnost
501;110001621;Střední škola;C00;Michelská 22/12;Michle;140 00 Praha 4;;Praha 4;Hlavní město Praha;6843M01;Veřejnosprávní činnost;10;40;365.0;Praha;CZ0100;40924;Michelská;22/12;50.052889;14.452306;obchodní akademie a veřejnosprávní činnost
502;45247226;Střední škola;C00;Hrusická 2537/7;Záběhlice;141 00 Praha 4;;Praha 4;Hlavní město Praha;7541M01;Sociální činnost;10;40;240.0;Praha;CZ0100;40924;Hrusická;2537/7;50.048058;14.486656;odborné vzdělání s maturitou
503;61385271;Střední škola;C00;Na Zatlance 1330/11;Smíchov;150 00 Praha 5;;Praha 5;Hlavní město Praha;7941K41;Gymnázium;10;40;520.0;Praha;CZ0100;40924;Na Zatlance;1330/11;50.070976;14.399364;gymnázium
504;61384992;Střední škola;C00;Loučanská 520/1;Radotín;153 00 Praha 5;;Praha 5;Hlavní město Praha;7941K41;Gymnázium;10;40;250.0;Praha;CZ0100;40924;Loučanská;520/1;49.981322;14.360785;gymnázium
505;61385701;Střední škola;C00;Zborovská 621/45;Malá Strana;150 00 Praha 5;;Praha 5;Hlavní město Praha;7941K41;Gymnázium;10;40;170.0;Praha;CZ0100;40924;Zborovská;621/45;50.080369;14.40683;gymnázium
506;61386855;Střední škola;C00;Preslova 72/25;Smíchov;150 00 Praha 5;;Praha 5;Hlavní město Praha;1820M01;Informační technologie;10;40;650.0;Praha;CZ0100;40924;Preslova;72/25;50.075537;14.405862;informační technologie
507;110011295;Střední škola;C00;Radlická 591/115;Jinonice;158 00 Praha 5;;Praha 5;Hlavní město Praha;6542M01;Hotelnictví;10;40;600.0;Praha;CZ0100;40924;Radlická;591/115;50.047323;14.35714;odborné vzdělání s maturitou
508;110001885;Střední škola;C00;Plzeňská 298/217a;Motol;150 00 Praha 5;;Praha 5;Hlavní město Praha;1820M01;Informační technologie;10;40;240.0;Praha;CZ0100;40924;Plzeňská;298/217a;50.06765;14.34124;informační technologie
509;110007701;Střední škola;C00;Laudova 1024/10;Řepy;163 00 Praha 6;;Praha 6;Hlavní město Praha;6341M02;Obchodní akademie;10;40;200.0;Praha;CZ0100;40924;Laudova;1024/10;50.066545;14.313576;obchodní akademie a veřejnosprávní činnost
