PSC,obec,okres
518 01,Pohoří,Rychnov nad Kněžnou
382 83,Pohorská Ves,Český Krumlov
289 34,Žitovlice,Nymburk
592 14,Pokojov,Žďár nad Sázavou
675 21,Pokojovice,Třebíč
539 01,Pokřikov,Chrudim
533 52,Pardubice,Pardubice
335 01,Polánka,Plzeň-jih
280 02,Polepy,Kolín
411 47,Polepy,Litoměřice
434 01,Polerady,Most
250 63,Polerady,Praha-východ
394 64,Polesí,Pelhřimov
687 37,Polešovice,Uherské Hradiště
471 16,Polevsko,Česká Lípa
789 73,Police,Šumperk
756 44,Police,Vsetín
675 34,Police,Třebíč
763 41,Luhačovice,Zlín
757 01,Poličná,Vsetín
503 27,Osice,Hradec Králové
790 64,Vápenná,Jeseník
751 44,Polkovice,Přerov
280 02,Polní Chrčice,Kolín
591 02,Polnička,Žďár nad Sázavou
280 02,Polní Voděrady,Kolín
753 65,Polom,Přerov
592 65,Sulkovec,Žďár nad Sázavou
517 41,Polom,Rychnov nad Kněžnou
517 91,Sedloňov,Rychnov nad Kněžnou
798 55,Polomí,Prostějov
377 01,Polště,Jindřichův Hradec
569 71,Pomezí,Svitavy
379 01,Ponědraž,Jindřichův Hradec
379 01,Ponědrážka,Jindřichův Hradec
664 51,Ponětovice,Brno-venkov
798 52,Ludmírov,Prostějov
512 42,Poniklá,Semily
514 01,Poniklá,Semily
378 55,Popelín,Jindřichův Hradec
691 27,Popice,Břeclav
530 06,Pardubice,Pardubice
330 23,Kostelec,Tachov
763 33,Štítná nad Vláří-Popov,Zlín
566 01,Řepníky,Ústí nad Orlicí
664 61,Popovice,Brno-venkov
503 15,Třesovice,Hradec Králové
686 04,Popovice,Uherské Hradiště
768 12,Rataje,Kroměříž
675 75,Popůvky,Třebíč
664 41,Popůvky,Brno-venkov
592 11,Velká Losenice,Žďár nad Sázavou
289 14,Poříčany,Kolín
768 33,Pačlavice,Kroměříž
439 42,Postoloprty,Louny
273 72,Poštovice,Kladno
789 69,Postřelmov,Šumperk
789 01,Postřelmůvek,Šumperk
250 70,Postřižín,Mělník
766 01,Poteč,Zlín
285 63,Potěhy,Kutná Hora
362 35,Potůčky,Karlovy Vary
331 41,Potvorov,Plzeň-sever
537 01,Sobětuchy,Chrudim
289 03,Záhornice,Nymburk
405 02,Dobkovice,Děčín
691 26,Pouzdřany,Břeclav
675 03,Pozďatín,Třebíč
756 11,Pozděchov,Vsetín
763 26,Pozlovice,Zlín
664 07,Pozořice,Brno-venkov
664 58,Prace,Brno-venkov
671 61,Práče,Znojmo
386 01,Pracejovice,Strakonice
538 04,Prachovice,Chrudim
538 21,Svídnice,Chrudim
687 56,Prakšice,Uherské Hradiště
353 01,Prameny,Cheb
504 01,Prasek,Hradec Králové
503 33,Praskačka,Hradec Králové
768 33,Prasklice,Kroměříž
267 54,Praskolesy,Beroun
395 01,Samšín,Pelhřimov
783 54,Přáslavice,Olomouc
768 24,Pravčice,Kroměříž
671 78,Pravice,Znojmo
664 64,Pravlov,Brno-venkov
257 09,Pravonín,Benešov
257 65,Pravonín,Benešov
533 41,Pravy,Pardubice
739 04,Pražmo,Frýdek-Místek
399 01,Přeborov,Písek
280 02,Zalešany,Kolín
358 01,Přebuz,Sokolov
430 01,Údlice,Chomutov
387 01,Přechovice,Strakonice
675 05,Přeckov,Třebíč
250 72,Předboj,Praha-východ
332 09,Předenice,Plzeň-jih
539 74,Předhradí,Chrudim
666 01,Předklášteří,Brno-venkov
666 02,Předklášteří,Brno-venkov
503 02,Předměřice nad Labem,Hradec Králové
382 73,Přední Výtoň,Český Krumlov
387 01,Přední Zborovice,Strakonice
411 08,Bechlín,Litoměřice
281 63,Přehvozdí,Kolín
273 05,Přelíc,Kladno
533 41,Přelovice,Pardubice
798 51,Přemyslovice,Prostějov
512 61,Přepeře,Semily
294 04,Přepeře,Mladá Boleslav
533 16,Přepychy,Pardubice
517 32,Přepychy,Rychnov nad Kněžnou
289 16,Přerov nad Labem,Nymburk
671 40,Přeskače,Znojmo
675 57,Přešovice,Třebíč
403 17,Přestanov,Ústí nad Labem
750 02,Přestavlky,Přerov
538 62,Přestavlky,Chrudim
413 01,Přestavlky,Litoměřice
334 01,Přeštice,Plzeň-jih
503 51,Převýšov,Hradec Králové
250 73,Přezletice,Praha-východ
691 24,Přibice,Brno-venkov
664 84,Příbram na Moravě,Brno-venkov
379 01,Příbraz,Jindřichův Hradec
378 02,Příbraz,Jindřichův Hradec
549 01,Přibyslav,Náchod
664 83,Přibyslavice,Brno-venkov
675 21,Přibyslavice,Třebíč
468 48,Kořenov,Jablonec nad Nisou
270 35,Příčina,Rakovník
264 01,Příčovy,Příbram
294 12,Žďár,Mladá Boleslav
338 43,Příkosice,Rokycany
513 01,Příkrý,Semily
399 01,Kostelec nad Vltavou,Písek
769 01,Přílepy,Kroměříž
270 01,Přílepy,Rakovník
539 44,Příluka,Svitavy
669 04,Znojmo,Znojmo
381 01,Přísečná,Český Krumlov
382 41,Soběnov,Český Krumlov
582 91,Příseka,Havlíčkův Brod
664 63,Přísnotice,Brno-venkov
330 11,Příšov,Plzeň-sever
463 46,Příšovice,Liberec
282 01,Přistoupim,Kolín
675 51,Příštpo,Třebíč
417 12,Proboštov,Teplice
691 04,Přítluky,Břeclav
338 28,Přívětice,Rokycany
277 16,Všetaty,Mělník
560 02,Přívrat,Ústí nad Orlicí
382 18,Rožmberk nad Vltavou,Český Krumlov
541 01,Žacléř,Trutnov
756 11,Prlov,Vsetín
398 04,Probulov,Písek
294 04,Prodašice,Mladá Boleslav
671 54,Prokopov,Znojmo
517 41,Proruby,Rychnov nad Kněžnou
396 01,Proseč,Pelhřimov
468 04,Jablonec nad Nisou,Jablonec nad Nisou
543 73,Prosečné,Trutnov
257 41,Krhanice,Benešov
393 01,Proseč pod Křemešníkem,Pelhřimov
751 21,Prosenice,Přerov
539 76,Prosetín,Chrudim
592 64,Prosetín,Žďár nad Sázavou
671 61,Prosiměřice,Znojmo
796 03,Prostějov,Prostějov
798 03,Prostějovičky,Prostějov
756 56,Prostřední Bečva,Vsetín
679 62,Prostřední Poříčí,Blansko
798 48,Protivanov,Prostějov
364 53,Žlutice,Karlovy Vary
471 67,Provodín,Česká Lípa
763 45,Provodov,Zlín
549 08,Provodov-Šonov,Náchod
753 53,Provodovice,Přerov
518 01,Val,Rychnov nad Kněžnou
664 46,Prštice,Brno-venkov
252 43,Průhonice,Praha-západ
696 21,Prušánky,Hodonín
281 63,Prusice,Praha-východ
768 42,Prusinovice,Kroměříž
751 15,Beňov,Přerov
756 23,Pržno,Vsetín
739 11,Pržno,Frýdek-Místek
503 15,Pšánky,Hradec Králové
392 01,Psárov,Tábor
270 31,Pšovlky,Rakovník
739 11,Pstruží,Frýdek-Místek
798 43,Ptení,Prostějov
334 52,Ptenín,Plzeň-jih
252 18,Ptice,Praha-západ
503 15,Puchlovice,Hradec Králové
675 71,Pucov,Třebíč
560 02,Němčice,Svitavy
756 12,Francova Lhota,Vsetín
373 43,Hluboká nad Vltavou,České Budějovice
569 82,Pustá Kamenice,Svitavy
747 69,Pustá Polom,Opava
572 01,Pustá Rybná,Svitavy
569 82,Pustá Rybná,Svitavy
747 28,Opava,Opava
742 43,Pustějov,Nový Jičín
683 21,Pustiměř,Vyškov
566 01,Pustina,Ústí nad Orlicí
270 23,Pustověty,Rakovník
397 01,Putim,Písek
393 01,Putimov,Pelhřimov
675 71,Pyšel,Třebíč
281 63,Vlkančice,Praha-východ
294 04,Rabakov,Mladá Boleslav
537 01,Rabštejnská Lhota,Chrudim
533 52,Ráby,Pardubice
438 01,Račetice,Chomutov
270 24,Račice,Rakovník
675 55,Račice,Třebíč
411 08,Račice,Litoměřice
592 55,Račice,Žďár nad Sázavou
503 03,Račice nad Trotinou,Hradec Králové
592 11,Račín,Žďár nad Sázavou
413 01,Račiněves,Litoměřice
760 01,Racková,Zlín
675 32,Rácovice,Třebíč
468 22,Radčice,Jablonec nad Nisou
542 32,Úpice,Trutnov
696 67,Radějov,Hodonín
387 73,Radějovice,Strakonice
591 01,Radenice,Žďár nad Sázavou
391 20,Radenín,Tábor
592 55,Radešín,Žďár nad Sázavou
592 33,Radešínská Svratka,Žďár nad Sázavou
391 65,Radětice,Tábor
534 01,Radhošť,Ústí nad Orlicí
753 01,Radíkov,Přerov
503 27,Radíkovice,Hradec Králové
507 12,Radim,Jičín
794 01,Brantice,Bruntál
289 11,Radim,Kolín
280 02,Radim,Kolín
281 03,Radim,Kolín
569 07,Radiměř,Svitavy
392 01,Skalice,Tábor
463 44,Radimovice,Liberec
391 31,Radimovice u Tábora,Tábor
390 02,Radimovice u Želče,Tábor
747 84,Radkov,Opava
588 56,Radkov,Jihlava
571 01,Radkov,Svitavy
592 53,Radkov,Žďár nad Sázavou
751 14,Radkova Lhota,Přerov
387 19,Úlehle,Strakonice
334 01,Radkovice,Plzeň-jih
380 01,Radkovice u Budče,Třebíč
675 59,Radkovice u Hrotovic,Třebíč
751 14,Radkovy,Přerov
338 28,Radnice,Rokycany
582 55,Květinov,Havlíčkův Brod
594 51,Radňoves,Žďár nad Sázavou
592 31,Radňovice,Žďár nad Sázavou
387 31,Radomyšl,Strakonice
373 41,Dolní Bukovsko,České Budějovice
250 73,Radonice,Praha-východ
250 74,Radonice,Praha-východ
675 21,Radonín,Třebíč
675 07,Radošov,Třebíč
373 41,Radošovice,České Budějovice
410 02,Vchynice,Litoměřice
664 46,Radostice,Brno-venkov
664 47,Radostice,Brno-venkov
463 44,Sychrov,Liberec
580 01,Radostín,Havlíčkův Brod
591 01,Radostín,Žďár nad Sázavou
594 44,Radostín nad Oslavou,Žďár nad Sázavou
503 27,Radostov,Hradec Králové
675 32,Radotice,Třebíč
753 54,Radotín,Přerov
153 00,Praha,Hlavní město Praha
252 26,Praha,Hlavní město Praha
410 02,Radovesice,Litoměřice
280 02,Radovesnice I,Kolín
281 28,Radovesnice II,Kolín
683 21,Radslavice,Vyškov
751 11,Radslavice,Přerov
747 61,Raduň,Opava
751 21,Radvanice,Přerov
542 12,Radvanice,Trutnov
789 01,Rájec,Šumperk
679 02,Ráječko,Blansko
664 61,Rajhrad,Brno-venkov
664 61,Rajhradice,Brno-venkov
768 71,Rajnochovice,Kroměříž
382 32,Zlatá Koruna,Český Krumlov
511 01,Rakousy,Semily
753 54,Rakov,Přerov
337 01,Raková,Rokycany
763 12,Zádveřice-Raková,Zlín
798 57,Raková u Konice,Prostějov
398 04,Rakovice,Písek
269 01,Rakovník,Rakovník
270 36,Rakovník,Rakovník
671 75,Moravský Krumlov,Znojmo
798 57,Rakůvka,Prostějov
691 03,Rakvice,Břeclav
439 24,Raná,Louny
539 72,Raná,Chrudim
586 01,Rančířov,Jihlava
471 02,Kravaře,Česká Lípa
588 41,Rantířov,Jihlava
675 73,Rapotice,Třebíč
788 14,Rapotín,Šumperk
787 01,Rapotín,Šumperk
788 13,Rapotín,Šumperk
508 01,Rašín,Jičín
739 04,Raškovice,Frýdek-Místek
588 56,Řásná,Jihlava
281 26,Uhlířská Lhota,Kolín
552 21,Rasošky,Náchod
551 02,Rasošky,Náchod
679 23,Rašov,Brno-venkov
685 01,Rašovice,Vyškov
464 01,Raspenava,Liberec
258 01,Rataje,Benešov
783 46,Těšetice,Olomouc
285 07,Rataje nad Sázavou,Kutná Hora
281 41,Ratboř,Kolín
289 11,Ratenice,Kolín
756 21,Ratiboř,Vsetín
378 21,Ratiboř,Jindřichův Hradec
377 01,Ratiboř,Jindřichův Hradec
391 42,Ratibořské Hory,Tábor
696 02,Ratíškovice,Hodonín
671 40,Běhařovice,Znojmo
382 41,Střítež,Český Krumlov
398 22,Ražice,Písek
399 01,Nechvalice,Příbram
792 01,Razová,Bruntál
664 61,Rebešovice,Brno-venkov
533 13,Řečany nad Labem,Pardubice
592 33,Řečice,Žďár nad Sázavou
544 01,Zábřezí-Řečice,Trutnov
411 20,Mšené-lázně,Litoměřice
506 01,Úlibice,Jičín
403 13,Řehlovice,Ústí nad Labem
588 24,Kamenice,Jihlava
787 01,Rejchartice,Šumperk
739 55,Řeka,Frýdek-Místek
336 01,Řenče,Plzeň-jih
386 01,Řepice,Strakonice
277 33,Řepín,Mělník
739 32,Řepiště,Frýdek-Místek
412 01,Libochovany,Litoměřice
538 65,Řepníky,Ústí nad Orlicí
293 01,Řepov,Mladá Boleslav
163 00,Praha,Hlavní město Praha
671 73,Rešice,Znojmo
538 51,Řestoky,Chrudim
415 03,Teplice,Teplice
561 41,Řetová,Ústí nad Orlicí
561 41,Řetůvka,Ústí nad Orlicí
252 30,Řevnice,Praha-západ
270 54,Řevničov,Rakovník
271 01,Řevničov,Rakovník
373 14,Strážkovice,České Budějovice
664 82,Říčany,Brno-venkov
664 83,Říčky,Brno-venkov
517 61,Říčky v Orlických horách,Rychnov nad Kněžnou
664 01,Řícmanice,Brno-venkov
785 01,Řídeč,Olomouc
588 56,Řídelov,Jihlava
570 01,Řídký,Svitavy
594 51,Řikonín,Brno-venkov
552 03,Říkov,Náchod
751 18,Říkovice,Přerov
675 22,Římov,Třebíč
370 07,Římov,České Budějovice
258 01,Řimovice,Benešov
392 01,Řípec,Tábor
391 81,Řípec,Tábor
273 78,Řisuty,Kladno
252 03,Řitka,Praha-západ
294 04,Řitonice,Mladá Boleslav
332 09,Útušice,Plzeň-jih
411 08,Úštěk,Litoměřice
330 23,Rochlov,Plzeň-sever
413 01,Rochov,Litoměřice
439 67,Ročov,Louny
394 70,Rodinov,Pelhřimov
592 51,Rodkov,Žďár nad Sázavou
503 03,Smiřice,Hradec Králové
412 01,Hrobce,Litoměřice
696 01,Rohatec,Hodonín
294 04,Rohatsko,Mladá Boleslav
517 71,Rohenice,Rychnov nad Kněžnou
747 25,Rohov,Opava
533 43,Rohovládova Bělá,Pardubice
284 01,Rohozec,Kutná Hora
666 01,Rohozec,Brno-venkov
679 23,Rohozec,Brno-venkov
588 44,Rohozná,Jihlava
569 72,Rohozná,Svitavy
507 71,Rohoznice,Jičín
533 41,Rohoznice,Pardubice
675 05,Rohy,Třebíč
594 51,Rojetín,Brno-venkov
751 04,Rokytnice,Přerov
675 25,Rokytnice nad Rokytnou,Třebíč
538 42,Ronov nad Doubravou,Chrudim
739 61,Ropice,Frýdek-Místek
513 01,Roprachtice,Semily
378 46,Roseč,Jindřichův Hradec
538 34,Rosice,Chrudim
533 51,Pardubice,Pardubice
665 01,Rosice,Brno-venkov
664 84,Rosice,Brno-venkov
592 12,Rosička,Žďár nad Sázavou
378 21,Rosička,Jindřichův Hradec
503 15,Všestary,Hradec Králové
262 11,Rosovice,Příbram
263 01,Rosovice,Příbram
768 43,Roštění,Kroměříž
682 01,Rostěnice-Zvonovice,Vyškov
768 03,Roštín,Kroměříž
281 71,Rostoklaty,Kolín
357 01,Rotava,Sokolov
358 01,Rotava,Sokolov
679 61,Roubanina,Blansko
675 57,Rouchovany,Třebíč
370 07,Roudné,České Budějovice
503 27,Roudnice,Hradec Králové
792 01,Roudno,Bruntál
334 53,Roupov,Plzeň-jih
473 01,Svor,Česká Lípa
753 53,Rouské,Přerov
789 01,Rovensko,Šumperk
264 01,Počepice,Příbram
252 30,Hlásná Třebaň,Beroun
395 01,Rovná,Pelhřimov
386 01,Rovná,Strakonice
393 01,Zajíčkov,Pelhřimov
512 33,Studenec,Semily
664 34,Rozdrojovice,Brno-venkov
281 26,Radovesnice II,Kolín
538 03,Rozhovice,Chrudim
569 03,Rozhraní,Svitavy
671 53,Rozkoš,Znojmo
382 92,Rožmitál na Šumavě,Český Krumlov
592 52,Rožná,Žďár nad Sázavou
756 61,Rožnov pod Radhoštěm,Vsetín
382 32,Kaplice,Český Krumlov
588 66,Rozseč,Jihlava
594 51,Rozseč,Žďár nad Sázavou
679 73,Rozseč nad Kunštátem,Blansko
679 74,Rozsíčka,Blansko
582 72,Rozsochatec,Havlíčkův Brod
798 62,Rozstání,Prostějov
571 01,Rozstání,Svitavy
270 23,Roztoky,Rakovník
551 01,Šestajovice,Náchod
252 63,Roztoky,Praha-západ
514 01,Roztoky u Jilemnice,Semily
512 31,Roztoky u Jilemnice,Semily
512 32,Roztoky u Jilemnice,Semily
513 01,Roztoky u Semil,Semily
268 01,Rpety,Beroun
417 62,Rtyně nad Bílinou,Teplice
542 34,Rtyně v Podkrkonoší,Trutnov
549 41,Rtyně v Podkrkonoší,Trutnov
542 33,Rtyně v Podkrkonoší,Trutnov
269 01,Ruda,Rakovník
271 01,Ruda,Rakovník
679 06,Rudice,Blansko
687 32,Rudice,Uherské Hradiště
675 05,Rudíkov,Třebíč
763 21,Rudimov,Zlín
664 83,Rudka,Brno-venkov
671 53,Rudlice,Znojmo
569 04,Rudná,Svitavy
252 19,Rudná,Praha-západ
362 21,Vysoká Pec,Karlovy Vary
592 14,Rudolec,Žďár nad Sázavou
373 71,Rudolfov,České Budějovice
561 25,Rudoltice,Ústí nad Orlicí
408 01,Rumburk,Děčín
683 04,Ruprechtov,Vyškov
768 41,Rusava,Kroměříž
756 25,Růžďka,Vsetín
589 01,Růžená,Jihlava
798 43,Stražisko,Prostějov
373 12,Ledenice,České Budějovice
360 05,Karlovy Vary,Karlovy Vary
360 10,Karlovy Vary,Karlovy Vary
742 65,Rybí,Nový Jičín
533 54,Rybitví,Pardubice
362 35,Pernink,Karlovy Vary
517 55,Rybná nad Zdobnicí,Rychnov nad Kněžnou
438 01,Zálužice,Louny
588 27,Rybné,Jihlava
331 51,Rybnice,Plzeň-sever
682 01,Rybníček,Vyškov
582 82,Rybníček,Havlíčkův Brod
560 02,Rybník,Ústí nad Orlicí
672 01,Rybníky,Znojmo
407 51,Rybniště,Děčín
742 58,Hukvaldy,Frýdek-Místek
675 21,Kněžice,Jihlava
539 44,Krouna,Chrudim
552 25,Rychnovek,Náchod
569 34,Rychnov na Moravě,Svitavy
373 36,Horní Stropnice,České Budějovice
735 32,Rychvald,Karviná
735 14,Rychvald,Karviná
403 31,Ryjice,Ústí nad Labem
769 01,Rymice,Kroměříž
394 01,Rynárec,Pelhřimov
393 01,Rynárec,Pelhřimov
405 02,Jetřichovice,Děčín
270 62,Rynholec,Rakovník
271 01,Rynholec,Rakovník
552 03,Žernov,Náchod
793 56,Ryžoviště,Bruntál
356 01,Šabina,Sokolov
357 51,Šabina,Sokolov
517 21,Borohrádek,Rychnov nad Kněžnou
572 01,Sádek,Svitavy
261 01,Sádek,Příbram
503 15,Sadová,Hradec Králové
289 12,Sadská,Nymburk
671 06,Šafov,Znojmo
691 67,Šakvice,Břeclav
273 08,Třebichovice,Kladno
763 51,Zlín,Zlín
687 06,Salaš,Uherské Hradiště
779 00,Samotišky,Olomouc
763 21,Šanov,Zlín
270 31,Šanov,Rakovník
671 64,Šanov,Znojmo
671 68,Šanov,Znojmo
671 67,Šanov,Znojmo
289 06,Sány,Nymburk
503 53,Šaplava,Hradec Králové
683 52,Šaratice,Vyškov
696 13,Šardice,Hodonín
507 59,Šárovcova Lhota,Jičín
763 51,Šarovy,Zlín
679 32,Svitávka,Blansko
190 15,Praha,Hlavní město Praha
671 22,Šatov,Znojmo
783 24,Litovel,Olomouc
563 01,Sázava,Ústí nad Orlicí
592 12,Sázava,Žďár nad Sázavou
582 44,Sázavka,Havlíčkův Brod
273 24,Sazená,Kladno
591 01,Sazomín,Žďár nad Sázavou
763 01,Sazovice,Zlín
286 01,Schořov,Kutná Hora
286 01,Šebestěnice,Kutná Hora
679 35,Šebetov,Blansko
675 45,Šebkovice,Třebíč
594 01,Uhřínov,Žďár nad Sázavou
679 31,Sebranice,Blansko
569 62,Sebranice,Svitavy
679 22,Šebrov-Kateřina,Blansko
336 01,Seč,Plzeň-jih
562 01,Seč,Ústí nad Orlicí
564 01,Šedivec,Ústí nad Orlicí
588 56,Sedlatice,Jihlava
267 51,Žebrák,Beroun
691 21,Sedlec,Břeclav
331 41,Sedlec,Plzeň-sever
250 65,Sedlec,Praha-východ
411 15,Sedlec,Litoměřice
266 01,Svatý Jan pod Skalou,Beroun
284 03,Kutná Hora,Kutná Hora
412 01,Křešice,Litoměřice
675 71,Sedlec,Třebíč
566 01,Vraclav,Ústí nad Orlicí
332 02,Starý Plzenec,Plzeň-město
294 71,Sedlec,Mladá Boleslav
373 47,Sedlec,České Budějovice
392 01,Sedlečko u Soběslavě,Tábor
588 62,Sedlejov,Jihlava
583 01,Sedletín,Havlíčkův Brod
396 01,Sedlice,Pelhřimov
387 32,Sedlice,Strakonice
507 23,Sedliště,Jičín
570 01,Sedliště,Svitavy
389 01,Čejetice,Strakonice
335 01,Sedliště,Plzeň-jih
739 36,Sedliště,Frýdek-Místek
742 56,Sedlnice,Nový Jičín
386 01,Střelské Hoštice,Strakonice
280 02,Ratboř,Kolín
763 23,Sehradice,Zlín
507 03,Sekeřice,Jičín
353 01,Stará Voda,Cheb
767 01,Šelešovice,Kroměříž
289 34,Seletice,Nymburk
440 01,Staňkovice,Louny
535 01,Selmice,Pardubice
798 04,Seloutky,Prostějov
560 02,Semanín,Ústí nad Orlicí
294 46,Semčice,Mladá Boleslav
289 17,Semice,Nymburk
512 06,Semily,Semily
535 01,Semín,Pardubice
286 01,Semtěš,Kutná Hora
549 01,Sendraž,Náchod
503 03,Sendražice,Hradec Králové
330 08,Zruč-Senec,Plzeň-sever
270 36,Senec,Rakovník
270 35,Senec,Rakovník
679 06,Senetářov,Blansko
290 01,Senice,Nymburk
783 45,Senice na Hané,Olomouc
783 45,Senička,Olomouc
756 11,Seninka,Vsetín
251 66,Senohraby,Praha-východ
675 75,Senorady,Brno-venkov
739 34,Šenov,Ostrava-město
742 42,Šenov u Nového Jičína,Nový Jičín
394 56,Senožaty,Pelhřimov
666 03,Sentice,Brno-venkov
398 51,Sepekov,Písek
666 01,Šerkovice,Brno-venkov
250 92,Šestajovice,Praha-východ
407 47,Lobendava,Děčín
400 11,Ústí nad Labem,Ústí nad Labem
373 63,Ševětín,České Budějovice
373 65,Ševětín,České Budějovice
391 56,Sezimovo Ústí,Tábor
391 01,Sezimovo Ústí,Tábor
391 02,Sezimovo Ústí,Tábor
250 84,Sibřina,Praha-východ
473 01,Zákupy,Česká Lípa
763 34,Brumov-Bylnice,Zlín
711 00,Šilheřovice,Opava
747 15,Šilheřovice,Opava
696 34,Žarošice,Hodonín
664 46,Silůvky,Brno-venkov
588 42,Šimanov,Jihlava
337 01,Sirá,Rokycany
592 12,Sirákov,Žďár nad Sázavou
410 02,Siřejovice,Litoměřice
572 01,Široký Důl,Svitavy
751 11,Šišma,Přerov
691 76,Šitbořice,Břeclav
664 07,Sivice,Brno-venkov
671 71,Skalice,Znojmo
412 01,Žitenice,Litoměřice
500 03,Skalice,Hradec Králové
679 01,Skalice nad Svitavou,Blansko
471 17,Skalice u České Lípy,Česká Lípa
666 03,Skalička,Brno-venkov
753 52,Skalička,Přerov
696 48,Skalka,Hodonín
798 24,Skalka,Prostějov
549 31,Česká Metuje,Náchod
378 81,Nová Bystřice,Jindřichův Hradec
472 01,Skalka u Doks,Česká Lípa
294 26,Skalsko,Mladá Boleslav
386 01,Skály,Strakonice
384 71,Šumavské Hoštice,Prachatice
336 01,Skašov,Plzeň-jih
767 01,Skaštice,Kroměříž
331 62,Krsy,Plzeň-sever
512 43,Vysoké nad Jizerou,Semily
568 02,Sklené,Svitavy
591 01,Sklené,Žďár nad Sázavou
591 01,Sklené nad Oslavou,Žďár nad Sázavou
503 51,Nový Bydžov,Hradec Králové
387 75,Skočice,Strakonice
364 71,Žlutice,Karlovy Vary
751 25,Dolní Újezd,Přerov
338 28,Skomelno,Rokycany
565 01,Skořenice,Ústí nad Orlicí
338 43,Skořice,Rokycany
582 53,Skorkov,Havlíčkův Brod
696 41,Skoronice,Hodonín
742 58,Skotnice,Nový Jičín
340 34,Zavlekov,Klatovy
783 35,Skrbeň,Olomouc
679 61,Skrchov,Blansko
591 01,Škrdlovice,Žďár nad Sázavou
679 61,Stvolová,Blansko
594 53,Skřinářov,Žďár nad Sázavou
267 24,Skřipel,Beroun
798 52,Skřípov,Prostějov
747 45,Skřipov,Opava
743 01,Skřipov,Opava
503 52,Skřivany,Hradec Králové
270 42,Skryje,Rakovník
387 16,Strašice,Strakonice
582 41,Skuhrov,Havlíčkův Brod
277 41,Velký Borek,Mělník
276 01,Velký Borek,Mělník
250 83,Škvorec,Praha-východ
281 44,Skvrňov,Kolín
294 04,Domousnice,Mladá Boleslav
398 47,Slabčice,Písek
386 01,Slaník,Strakonice
627 00,Šlapanice,Brno-venkov
582 51,Šlapanov,Havlíčkův Brod
252 08,Slapy,Praha-západ
391 76,Slapy,Tábor
390 02,Slapy,Tábor
273 26,Slatina,Kladno
569 43,Slatina,Svitavy
671 53,Slatina,Znojmo
341 01,Slatina,Klatovy
331 41,Slatina,Plzeň-sever
410 02,Slatina,Litoměřice
566 01,Slatina,Ústí nad Orlicí
742 93,Slatina,Nový Jičín
542 32,Slatina nad Úpou,Náchod
552 05,Slatina nad Úpou,Náchod
549 47,Slatina nad Úpou,Náchod
517 56,Slatina nad Zdobnicí,Rychnov nad Kněžnou
517 57,Slatina nad Zdobnicí,Rychnov nad Kněžnou
537 01,Slatiňany,Chrudim
783 42,Slatinky,Prostějov
373 21,Slavče,České Budějovice
675 55,Slavětice,Třebíč
783 24,Slavětín,Olomouc
439 09,Slavětín,Louny
582 63,Slavětín,Havlíčkův Brod
549 01,Slavětín nad Metují,Náchod
507 32,Slavhostice,Jičín
538 21,Licibořice,Chrudim
349 01,Horní Kozolupy,Tachov
582 65,Slavíkov,Havlíčkův Brod
675 31,Slavíkovice,Třebíč
747 57,Slavkov,Opava
751 31,Kozlov,Olomouc
687 64,Slavkov,Uherské Hradiště
538 03,Vyžice,Chrudim
768 61,Slavkov pod Hostýnem,Kroměříž
684 01,Slavkov u Brna,Vyškov
582 55,Slavníč,Havlíčkův Brod
549 54,Suchý Důl,Náchod
788 25,Šléglov,Šumperk
793 99,Slezské Pavlovice,Bruntál
763 23,Slopné,Zlín
544 43,Heřmanice,Náchod
679 13,Sloup,Blansko
503 53,Sloupno,Hradec Králové
583 01,Sloupno,Havlíčkův Brod
471 52,Sloup v Čechách,Česká Lípa
257 26,Slověnice,Benešov
321 00,Dobřany,Plzeň-jih
250 63,Sluhy,Praha-východ
405 02,Valkeřice,Děčín
384 51,Želnava,Prachatice
473 01,Slunečná,Česká Lípa
763 15,Slušovice,Zlín
250 84,Sluštice,Praha-východ
582 91,Služátky,Havlíčkův Brod
798 41,Stařechovice,Prostějov
747 28,Služovice,Opava
273 05,Smečno,Kladno
338 24,Smědčice,Rokycany
397 01,Smetanova Lhota,Písek
503 53,Vinary,Hradec Králové
431 51,Stráž nad Ohří,Karlovy Vary
270 54,Smilovice,Rakovník
739 55,Smilovice,Frýdek-Místek
391 52,Smilovy Hory,Tábor
386 01,Sousedovice,Strakonice
362 25,Smolné Pece,Karlovy Vary
439 14,Smolnice,Louny
262 63,Smolotely,Příbram
538 51,Smrček,Chrudim
592 62,Býšovec,Žďár nad Sázavou
588 01,Smrčná,Jihlava
582 91,Trpišovice,Havlíčkův Brod
384 81,Svatá Maří,Prachatice
675 01,Smrk,Třebíč
538 21,Rabštejnská Lhota,Chrudim
798 17,Smržice,Prostějov
379 01,Smržov,Jindřichův Hradec
468 51,Smržovka,Jablonec nad Nisou
411 74,Snědovice,Litoměřice
569 43,Březina,Svitavy
257 68,Snět,Benešov
518 01,Sněžné,Rychnov nad Kněžnou
683 33,Snovídky,Vyškov
508 01,Sobčice,Jičín
753 54,Soběchleby,Přerov
415 10,Teplice,Teplice
507 13,Soběraz,Jičín
285 09,Soběšín,Kutná Hora
739 38,Soběšovice,Frýdek-Místek
373 65,Žimutice,České Budějovice
294 74,Tuřice,Mladá Boleslav
155 21,Praha,Hlavní město Praha
