PSC,obec,okres
382 22,Hořice na Šumavě,Český Krumlov
333 01,Chotěšov,Plzeň-jih
383 01,Lhenice,Prachatice
503 06,Hořiněves,Hradec Králové
282 01,Přišimasy,Kolín
783 35,Horka nad Moravou,Olomouc
512 34,Horka u Staré Paky,Semily
570 01,Horky,Svitavy
286 01,Horky,Kutná Hora
294 73,Horky nad Jizerou,Mladá Boleslav
549 52,Adršpach,Náchod
539 01,Holetín,Chrudim
756 57,Horní Bečva,Vsetín
331 52,Horní Bělá,Plzeň-sever
793 12,Horní Benešov,Bruntál
411 85,Horní Beřkovice,Litoměřice
273 51,Horní Bezděkov,Kladno
362 35,Horní Blatná,Karlovy Vary
739 37,Horní Bludovice,Karviná
693 01,Horní Bojanovice,Břeclav
257 86,Červený Újezd,Benešov
538 25,Horní Bradlo,Chrudim
514 01,Horní Branná,Semily
512 36,Horní Branná,Semily
330 12,Horní Bříza,Plzeň-sever
544 75,Horní Brusnice,Trutnov
544 74,Horní Brusnice,Trutnov
675 32,Hornice,Třebíč
394 03,Horní Cerekev,Pelhřimov
561 56,Horní Čermná,Ústí nad Orlicí
468 21,Nová Ves nad Nisou,Jablonec nad Nisou
503 15,Sovětice,Hradec Králové
739 32,Vratimov,Ostrava-město
503 15,Dohalice,Hradec Králové
551 01,Zaloňov,Náchod
739 51,Horní Domaslavice,Frýdek-Místek
549 36,Stárkov,Náchod
588 52,Horní Dubenky,Jihlava
671 73,Horní Dubňany,Znojmo
671 34,Horní Dunajovice,Znojmo
378 53,Zahrádky,Jindřichův Hradec
382 93,Horní Dvořiště,Český Krumlov
405 02,Horní Habartice,Děčín
431 84,Měděnec,Chomutov
262 63,Jablonná,Příbram
788 33,Králíky,Ústí nad Orlicí
675 05,Horní Heřmanice,Třebíč
561 33,Horní Heřmanice,Ústí nad Orlicí
568 02,Pohledy,Svitavy
755 01,Vsetín,Vsetín
252 42,Jesenice,Praha-západ
543 71,Horní Kalná,Trutnov
273 72,Vraný,Kladno
345 62,Horní Kamenice,Plzeň-jih
671 40,Horní Kounice,Znojmo
349 52,Horní Kozolupy,Tachov
295 01,Ralsko,Česká Lípa
580 01,Horní Krupá,Havlíčkův Brod
543 41,Lánov,Trutnov
769 01,Horní Lapač,Kroměříž
675 44,Lesonice,Třebíč
340 21,Týnec,Klatovy
747 64,Horní Lhota,Ostrava-město
763 23,Horní Lhota,Zlín
675 73,Kralice nad Oslavou,Třebíč
471 11,Horní Libchava,Česká Lípa
756 12,Horní Lideč,Vsetín
790 63,Lipová-lázně,Jeseník
262 63,Dolní Hbity,Příbram
783 05,Horní Loděnice,Olomouc
739 91,Horní Lomná,Frýdek-Místek
594 55,Horní Loučky,Brno-venkov
334 01,Horní Lukavice,Plzeň-jih
468 44,Lučany nad Nisou,Jablonec nad Nisou
109 00,Praha,Hlavní město Praha
378 53,Horní Meziříčko,Jindřichův Hradec
751 17,Horní Moštěnice,Přerov
588 56,Horní Myslová,Jihlava
687 64,Horní Němčí,Uherské Hradiště
378 53,Horní Němčice,Jindřichův Hradec
544 01,Nemojov,Trutnov
753 54,Horní Nětčice,Přerov
378 53,Popelín,Jindřichův Hradec
543 71,Horní Olešnice,Trutnov
584 01,Horní Paseka,Havlíčkův Brod
378 31,Horní Pěna,Jindřichův Hradec
277 03,Horní Počaply,Mělník
190 14,Praha,Hlavní město Praha
193 00,Praha,Hlavní město Praha
357 51,Kaceřov,Sokolov
407 57,Horní Podluží,Děčín
679 62,Horní Poříčí,Blansko
407 47,Dolní Poustevna,Děčín
503 15,Dolní Přím,Hradec Králové
549 46,Horní Radechová,Náchod
549 41,Horní Radechová,Náchod
380 01,Český Rudolec,Jindřichův Hradec
378 43,Horní Radouň,Jindřichův Hradec
594 01,Horní Radslavice,Žďár nad Sázavou
396 01,Horní Rápotice,Pelhřimov
464 01,Horní Řasnice,Liberec
533 75,Horní Ředice,Pardubice
411 45,Horní Řepčice,Litoměřice
592 51,Horní Rožínka,Žďár nad Sázavou
460 07,Liberec,Liberec
549 41,Zábrodí,Náchod
330 24,Heřmanova Huť,Plzeň-sever
377 01,Horní Skrýchov,Jindřichův Hradec
380 01,Horní Slatina,Jindřichův Hradec
357 31,Horní Slavkov,Sokolov
294 79,Horní Slivno,Mladá Boleslav
675 07,Horní Smrčné,Třebíč
679 61,Horní Smržov,Blansko
293 06,Kosmonosy,Mladá Boleslav
293 01,Kosmonosy,Mladá Boleslav
798 47,Horní Štěpánov,Prostějov
391 43,Nová Ves u Mladé Vožice,Tábor
582 64,Ždírec nad Doubravou,Havlíčkův Brod
789 01,Horní Studénky,Šumperk
735 35,Horní Suchá,Karviná
512 41,Víchová nad Jizerou,Semily
364 71,Stružná,Karlovy Vary
753 53,Horní Těšice,Přerov
739 53,Horní Tošanovice,Frýdek-Místek
563 01,Horní Třešňovec,Ústí nad Orlicí
570 01,Horní Újezd,Svitavy
675 22,Horní Újezd,Třebíč
753 53,Horní Újezd,Přerov
350 02,Třebeň,Cheb
393 01,Horní Ves,Pelhřimov
353 01,Trstěnice,Cheb
691 81,Horní Věstonice,Břeclav
675 07,Horní Vilémovice,Třebíč
384 51,Horní Vltavice,Prachatice
385 01,Horní Vltavice,Prachatice
384 91,Horní Vltavice,Prachatice
411 45,Levín,Litoměřice
384 33,Záblatí,Prachatice
350 02,Dolní Žandov,Cheb
544 01,Hajnice,Trutnov
793 12,Horní Životice,Bruntál
387 42,Hornosín,Strakonice
252 62,Horoměřice,Praha-západ
398 06,Horosedly,Písek
398 04,Horosedly,Písek
250 82,Horoušany,Praha-východ
383 01,Husinec,Prachatice
268 01,Hořovice,Beroun
334 55,Horšice,Plzeň-jih
385 01,Horská Kvilda,Klatovy
334 01,Soběkury,Plzeň-jih
285 73,Horušice,Kutná Hora
391 81,Veselí nad Lužnicí,Tábor
357 07,Oloví,Sokolov
675 27,Předín,Třebíč
360 01,Hory,Karlovy Vary
373 61,Hosín,České Budějovice
387 19,Hoslovice,Strakonice
431 14,Strupčice,Chomutov
273 22,Hospozín,Kladno
377 01,Hospříz,Jindřichův Hradec
675 01,Vladislav,Třebíč
756 22,Hošťálková,Vsetín
725 28,Ostrava,Ostrava-město
794 01,Hošťálkovy,Bruntál
741 01,Hostašovice,Nový Jičín
378 42,Jarošov nad Nežárkou,Jindřichův Hradec
789 01,Hoštejn,Šumperk
687 41,Hostějov,Uherské Hradiště
664 04,Hostěnice,Brno-venkov
413 01,Brozany nad Ohří,Litoměřice
252 82,Kamenný Přívoz,Praha-západ
683 52,Hostěrádky-Rešov,Vyškov
687 71,Hostětín,Uherské Hradiště
583 01,Rušinov,Havlíčkův Brod
387 01,Hoštice,Strakonice
768 13,Hoštice,Kroměříž
250 69,Vodochody,Praha-východ
671 54,Hostim,Znojmo
277 32,Hostín,Mělník
552 05,Vestec,Náchod
543 71,Hostinné,Trutnov
277 44,Hostín u Vojkovic,Mělník
763 01,Hostišová,Zlín
388 01,Bělčice,Strakonice
348 06,Hošťka,Tachov
411 72,Hoštka,Litoměřice
783 57,Tršice,Olomouc
285 22,Třebětín,Kutná Hora
270 31,Senomaty,Rakovník
270 35,Senomaty,Rakovník
417 52,Hostomice,Teplice
273 53,Hostouň,Kladno
400 02,Ústí nad Labem,Ústí nad Labem
285 62,Hostovlice,Kutná Hora
262 56,Krásná Hora nad Vltavou,Příbram
375 01,Hosty,České Budějovice
518 01,Trnov,Rychnov nad Kněžnou
679 13,Vysočany,Blansko
384 51,Lenora,Prachatice
385 01,Lenora,Prachatice
756 01,Hovězí,Vsetín
696 12,Hovorany,Hodonín
250 64,Hovorčovice,Praha-východ
514 01,Jilemnice,Semily
788 15,Hraběšice,Šumperk
286 01,Hraběšín,Kutná Hora
671 68,Hrabětice,Znojmo
468 11,Janov nad Nisou,Jablonec nad Nisou
788 04,Hrabišín,Šumperk
789 01,Hrabová,Šumperk
719 00,Ostrava,Ostrava-město
720 00,Ostrava,Ostrava-město
739 32,Ostrava,Ostrava-město
747 41,Skřipov,Opava
753 01,Hrabůvka,Přerov
747 63,Hrabyně,Opava
747 67,Hrabyně,Opava
270 41,Hracholusky,Rakovník
330 33,Úlice,Plzeň-sever
384 11,Hracholusky,Prachatice
383 01,Hracholusky,Prachatice
379 01,Hrachoviště,Jindřichův Hradec
289 05,Hradčany,Nymburk
751 11,Hradčany,Přerov
666 03,Hradčany,Brno-venkov
334 01,Chlumčany,Plzeň-jih
798 07,Hradčany-Kobeřice,Prostějov
119 00,Praha,Hlavní město Praha
370 01,Hradce,České Budějovice
687 33,Hradčovice,Uherské Hradiště
432 01,Rokle,Chomutov
332 11,Hradec,Plzeň-jih
294 13,Mnichovo Hradiště,Mladá Boleslav
281 63,Stříbrná Skalice,Praha-východ
500 02,Hradec Králové,Hradec Králové
500 03,Hradec Králové,Hradec Králové
500 04,Hradec Králové,Hradec Králové
500 09,Hradec Králové,Hradec Králové
503 41,Hradec Králové,Hradec Králové
500 12,Hradec Králové,Hradec Králové
783 24,Bílá Lhota,Olomouc
569 01,Hradec nad Svitavou,Svitavy
273 04,Hradečno,Kladno
790 84,Hradec-Nová Ves,Jeseník
440 01,Raná,Louny
739 97,Hrádek,Frýdek-Místek
338 42,Hrádek,Rokycany
503 15,Hrádek,Hradec Králové
533 45,Srch,Pardubice
562 01,Hrádek,Ústí nad Orlicí
671 28,Hrádek,Znojmo
671 27,Hrádek,Znojmo
282 01,Hradešín,Kolín
338 08,Hradiště,Rokycany
258 01,Hradiště,Benešov
345 43,Hradiště,Domažlice
364 71,Hradiště,Karlovy Vary
565 01,Koldín,Ústí nad Orlicí
363 01,Hradiště,Karlovy Vary
517 41,Koldín,Ústí nad Orlicí
289 12,Hradištko,Nymburk
507 03,Žeretice,Jičín
280 02,Veltruby,Kolín
281 26,Žiželice,Kolín
257 06,Kamberk,Benešov
351 24,Hranice,Cheb
374 01,Hranice,České Budějovice
285 22,Slavošov,Kutná Hora
753 01,Hranice,Přerov
753 54,Hranice,Přerov
753 66,Hustopeče nad Bečvou,Přerov
790 65,Uhelná,Jeseník
350 02,Pomezí nad Ohří,Cheb
783 06,Hraničné Petrovice,Olomouc
588 13,Polná,Jihlava
739 98,Hrčava,Frýdek-Místek
373 67,Hrdějovice,České Budějovice
373 61,Hrdějovice,České Budějovice
370 10,Hrdějovice,České Budějovice
798 12,Hrdibořice,Prostějov
273 06,Hrdlív,Kladno
293 07,Hrdlořezy,Mladá Boleslav
412 01,Bohušovice nad Ohří,Litoměřice
507 45,Újezd pod Troskami,Jičín
273 45,Hřebeč,Kladno
571 01,Koclířov,Svitavy
270 41,Hřebečníky,Rakovník
357 09,Josefov,Sokolov
267 51,Hředle,Beroun
270 08,Hředle,Rakovník
398 59,Hrejkovice,Písek
407 17,Hřensko,Děčín
273 76,Pozdeň,Kladno
338 08,Kladruby,Rokycany
517 41,Hřibiny-Ledská,Rychnov nad Kněžnou
544 01,Hřibojedy,Trutnov
281 06,Vitice,Kolín
345 43,Zahořany,Domažlice
262 14,Hřiměždice,Příbram
380 01,Hříšice,Jindřichův Hradec
439 04,Hříškov,Louny
439 65,Hřivice,Louny
763 07,Hřivínův Újezd,Zlín
294 79,Chotětov,Mladá Boleslav
507 23,Markvartice,Jičín
391 43,Vilice,Tábor
417 04,Hrob,Teplice
411 83,Hrobce,Litoměřice
417 57,Hrobčice,Teplice
507 03,Sběř,Jičín
763 15,Hrobice,Zlín
533 52,Hrobice,Pardubice
798 45,Lipová,Prostějov
289 21,Kostomlaty nad Labem,Nymburk
549 31,Hronov,Náchod
549 41,Hronov,Náchod
675 55,Hrotovice,Třebíč
538 54,Hroubovice,Chrudim
675 05,Hroznatín,Třebíč
362 33,Hroznětín,Karlovy Vary
285 04,Zbizuby,Kutná Hora
696 63,Hroznová Lhota,Hodonín
793 97,Rusín,Bruntál
696 73,Hrubá Vrbka,Hodonín
798 21,Hrubčice,Prostějov
289 32,Hrubý Jeseník,Nymburk
251 66,Hrusice,Praha-východ
798 27,Hruška,Prostějov
356 01,Sokolov,Sokolov
691 56,Hrušky,Břeclav
683 52,Hrušky,Vyškov
294 73,Hrušov,Mladá Boleslav
375 01,Žimutice,České Budějovice
565 55,Hrušová,Ústí nad Orlicí
392 01,Přehořov,Tábor
431 43,Hrušovany,Chomutov
671 67,Hrušovany nad Jevišovkou,Znojmo
664 62,Hrušovany u Brna,Brno-venkov
675 27,Hrutov,Jihlava
257 03,Ratměřice,Benešov
294 11,Loukovec,Mladá Boleslav
503 27,Lhota pod Libčany,Hradec Králové
588 05,Hubenov,Jihlava
386 01,Únice,Strakonice
503 03,Smržov,Hradec Králové
262 72,Hudčice,Příbram
415 01,Teplice,Teplice
267 03,Hudlice,Beroun
742 13,Bartošovice,Nový Jičín
257 63,Hulice,Benešov
703 00,Ostrava,Ostrava-město
709 00,Ostrava,Ostrava-město
504 01,Humburky,Hradec Králové
273 08,Pchery,Kladno
330 35,Líšťany,Plzeň-sever
468 22,Skuhrov,Jablonec nad Nisou
350 02,Libá,Cheb
391 31,Jistebnice,Tábor
339 01,Předslav,Klatovy
256 01,Bystřice,Benešov
257 55,Vrchotovy Janovice,Benešov
370 06,Nová Ves,České Budějovice
337 01,Hůrky,Rokycany
330 38,Zahrádka,Plzeň-sever
270 34,Velká Chmelištná,Rakovník
580 01,Hurtova Lhota,Havlíčkův Brod
373 71,Hůry,České Budějovice
463 44,Paceřice,Liberec
294 06,Husí Lhota,Mladá Boleslav
384 21,Husinec,Prachatice
250 68,Husinec,Praha-východ
592 61,Pernštejnské Jestřabí,Brno-venkov
756 02,Huslenky,Vsetín
687 03,Huštěnovice,Uherské Hradiště
552 11,Velichovky,Náchod
693 01,Hustopeče,Břeclav
468 26,Pěnčín,Jablonec nad Nisou
262 42,Rožmitál pod Třemšínem,Příbram
756 62,Hutisko-Solanec,Vsetín
470 02,Blíževedly,Česká Lípa
257 24,Hvězdonice,Benešov
675 21,Hvězdoňovice,Třebíč
798 55,Hvozd,Prostějov
270 35,Hvozd,Rakovník
330 36,Úněšov,Plzeň-sever
345 22,Hvožďany,Domažlice
262 44,Hvožďany,Příbram
375 01,Bechyně,Tábor
262 42,Hvožďany,Příbram
267 62,Hvozdec,Beroun
664 71,Hvozdec,Brno-venkov
373 72,Hvozdec,České Budějovice
257 22,Poříčí nad Sázavou,Benešov
257 21,Poříčí nad Sázavou,Benešov
763 10,Hvozdná,Zlín
503 27,Hvozdnice,Hradec Králové
252 05,Hvozdnice,Praha-západ
252 10,Hvozdnice,Praha-západ
586 01,Hybrálec,Jihlava
588 41,Hybrálec,Jihlava
742 83,Klimkovice,Ostrava-město
562 03,Ústí nad Orlicí,Ústí nad Orlicí
549 83,Hynčice,Náchod
783 33,Příkazy,Olomouc
267 06,Hýskov,Beroun
696 50,Hýsly,Hodonín
691 23,Ivaň,Brno-venkov
798 23,Ivaň,Prostějov
294 45,Jabkenice,Mladá Boleslav
679 01,Jabloňany,Blansko
466 02,Jablonec nad Nisou,Jablonec nad Nisou
466 01,Jablonec nad Nisou,Jablonec nad Nisou
561 64,Jablonné nad Orlicí,Ústí nad Orlicí
594 01,Jabloňov,Žďár nad Sázavou
593 01,Věžná,Žďár nad Sázavou
756 23,Jablůnka,Vsetín
739 91,Jablunkov,Frýdek-Místek
362 51,Jáchymov,Karlovy Vary
594 53,Velká Bíteš,Žďár nad Sázavou
675 41,Moravské Budějovice,Třebíč
348 06,Stráž,Tachov
580 01,Rozsochatec,Havlíčkův Brod
516 01,Jahodov,Rychnov nad Kněžnou
747 53,Jakartovice,Opava
746 01,Opava,Opava
747 07,Opava,Opava
742 36,Jakubčovice nad Odrou,Nový Jičín
363 01,Vojkovice,Karlovy Vary
789 91,Jakubovice,Šumperk
563 01,Dolní Čermná,Ústí nad Orlicí
675 44,Jakubov u Moravských Budějovic,Třebíč
687 05,Jalubí,Uherské Hradiště
370 01,Boršov nad Vltavou,České Budějovice
588 21,Jamné,Jihlava
588 27,Jamné,Jihlava
561 65,Jamné nad Orlicí,Ústí nad Orlicí
561 64,Jamné nad Orlicí,Ústí nad Orlicí
746 01,Stěbořice,Opava
397 01,Záhoří,Písek
672 01,Jamolice,Znojmo
592 32,Jámy,Žďár nad Sázavou
503 15,Lodín,Hradec Králové
393 01,Jankov,Pelhřimov
535 01,Jankovice,Pardubice
769 01,Jankovice,Kroměříž
687 04,Jankovice,Uherské Hradiště
789 74,Rohle,Šumperk
789 91,Janoušov,Šumperk
392 01,Roudná,Tábor
405 02,Janov,Děčín
793 84,Janov,Bruntál
569 55,Janov,Svitavy
270 06,Janov,Rakovník
518 01,Janov,Rychnov nad Kněžnou
378 81,Staré Hobzí,Jindřichův Hradec
348 15,Kočov,Tachov
755 01,Janová,Vsetín
382 41,Pohorská Ves,Český Krumlov
463 43,Kobyly,Liberec
503 56,Vinary,Hradec Králové
742 83,Olbramice,Ostrava-město
470 02,Kravaře,Česká Lípa
793 42,Rýmařov,Bruntál
739 11,Janovice,Frýdek-Místek
463 53,Janovice v Podještědí,Liberec
550 01,Heřmánkovice,Náchod
565 43,Zámrsk,Ústí nad Orlicí
566 01,Zámrsk,Ústí nad Orlicí
407 47,Velký Šenov,Děčín
405 02,Janská,Děčín
267 12,Loděnice,Beroun
749 01,Staré Těchanovice,Opava
542 25,Janské Lázně,Trutnov
463 52,Janův Důl,Liberec
569 43,Janůvky,Svitavy
756 24,Jarcová,Vsetín
757 01,Jarcová,Vsetín
768 01,Jarohněvice,Kroměříž
569 43,Jaroměřice,Svitavy
569 44,Jaroměřice,Svitavy
373 41,Dubné,České Budějovice
384 73,Stachy,Prachatice
534 01,Jaroslav,Pardubice
516 01,Javornice,Rychnov nad Kněžnou
760 01,Zlín,Zlín
671 28,Jaroslavice,Znojmo
569 66,Jarošov,Svitavy
583 01,Uhelná Příbram,Havlíčkův Brod
686 01,Uherské Hradiště,Uherské Hradiště
378 41,Jarošov nad Nežárkou,Jindřichův Hradec
335 01,Jarov,Plzeň-jih
331 51,Jarov,Plzeň-sever
252 46,Dolní Břežany,Praha-západ
756 41,Lešná,Vsetín
675 71,Jasenice,Třebíč
552 22,Jasenná,Náchod
763 13,Jasenná,Zlín
539 01,Všeradov,Chrudim
391 43,Slapsko,Tábor
340 21,Javor,Klatovy
592 03,Javorek,Žďár nad Sázavou
789 01,Maletín,Šumperk
506 01,Kněžnice,Jičín
517 11,Javornice,Rychnov nad Kněžnou
566 01,Libecina,Ústí nad Orlicí
568 02,Javorník,Svitavy
257 63,Javorník,Benešov
696 74,Javorník,Hodonín
566 01,Javorník,Ústí nad Orlicí
687 12,Mistřice,Uherské Hradiště
664 83,Javůrek,Brno-venkov
664 71,Javůrek,Brno-venkov
251 01,Říčany,Praha-východ
671 06,Starý Petřín,Znojmo
391 37,Jedlany,Tábor
789 01,Jedlí,Šumperk
516 01,Synkov-Slemeno,Rychnov nad Kněžnou
405 02,Malá Veleň,Děčín
588 05,Mirošov,Jihlava
569 91,Jedlová,Svitavy
408 01,Jiřetín pod Jedlovou,Děčín
798 45,Suchdol,Prostějov
273 78,Jedomělice,Kladno
580 01,Věž,Havlíčkův Brod
535 01,Jedousov,Pardubice
675 71,Náměšť nad Oslavou,Třebíč
679 06,Jedovnice,Blansko
387 01,Radošovice,Strakonice
356 01,Královské Poříčí,Sokolov
562 01,Jehnědí,Ústí nad Orlicí
397 01,Albrechtice nad Vltavou,Písek
383 01,Nebahovy,Prachatice
749 01,Vítkov,Opava
277 31,Malý Újezd,Mělník
341 92,Rejštejn,Klatovy
572 01,Kamenec u Poličky,Svitavy
373 71,Libníč,České Budějovice
379 01,Hatín,Jindřichův Hradec
378 02,Hatín,Jindřichův Hradec
675 31,Jemnice,Třebíč
386 01,Osek,Strakonice
592 53,Strážek,Žďár nad Sázavou
274 01,Jemníky,Kladno
411 15,Jenčice,Litoměřice
252 61,Jeneč,Praha-západ
277 34,Střemy,Mělník
277 31,Střemy,Mělník
417 24,Jeníkov,Teplice
539 01,Jeníkov,Chrudim
535 01,Jeníkovice,Pardubice
503 46,Jeníkovice,Hradec Králové
360 01,Jenišov,Karlovy Vary
257 65,Křivsoudov,Benešov
538 64,Jenišovice,Chrudim
468 33,Jenišovice,Jablonec nad Nisou
250 73,Jenštejn,Praha-východ
364 53,Valeč,Karlovy Vary
503 03,Hořiněves,Hradec Králové
463 12,Jeřmanice,Liberec
588 25,Jersín,Jihlava
798 53,Jesenec,Prostějov
350 02,Okrouhlá,Cheb
262 31,Příbram,Příbram
742 33,Jeseník nad Odrou,Nový Jičín
512 12,Jesenný,Semily
257 86,Ješetice,Benešov
273 24,Velvary,Kladno
277 21,Liběchov,Mělník
516 01,Solnice,Rychnov nad Kněžnou
763 33,Jestřabí,Zlín
280 02,Jestřabí Lhota,Kolín
514 01,Jestřabí v Krkonoších,Semily
789 01,Jestřebí,Šumperk
471 61,Jestřebí,Česká Lípa
549 01,Jestřebí,Náchod
277 23,Dobřeň,Mělník
341 01,Velký Bor,Klatovy
387 19,Nihošovice,Strakonice
538 03,Míčov-Sušice,Chrudim
549 83,Jetřichov,Náchod
407 16,Jetřichovice,Děčín
281 66,Jevany,Praha-východ
281 63,Jevany,Praha-východ
569 43,Jevíčko,Svitavy
277 05,Jeviněves,Mělník
671 53,Jevišovice,Znojmo
691 83,Jevišovka,Břeclav
530 02,Jezbořice,Pardubice
747 55,Jezdkovice,Opava
589 01,Jezdovice,Jihlava
588 41,Ježená,Jihlava
671 75,Jezeřany-Maršovice,Znojmo
751 31,Jezernice,Přerov
683 04,Ježkovice,Vyškov
517 21,Voděrady,Rychnov nad Kněžnou
696 48,Ježov,Hodonín
396 01,Ježov,Pelhřimov
285 06,Podveky,Kutná Hora
471 08,Stružnice,Česká Lípa
507 31,Jičíněves,Jičín
399 01,Jickovice,Písek
588 51,Jihlávka,Jihlava
289 32,Jíkev,Nymburk
583 01,Jilem,Havlíčkův Brod
378 53,Jilem,Jindřichův Hradec
378 56,Jilem,Jindřichův Hradec
405 02,Jílové,Děčín
407 01,Jílové,Děčín
468 22,Jílové u Držkova,Jablonec nad Nisou
373 32,Jílovice,České Budějovice
517 72,Jílovice,Hradec Králové
252 02,Jíloviště,Praha-západ
362 25,Nová Role,Karlovy Vary
440 01,Jimlín,Louny
592 03,Nový Jimramov,Žďár nad Sázavou
592 42,Věcov,Žďár nad Sázavou
664 34,Jinačovice,Brno-venkov
285 04,Rašovice,Kutná Hora
753 01,Jindřichov,Přerov
466 02,Lučany nad Nisou,Jablonec nad Nisou
431 32,Kalek,Chomutov
358 01,Jindřichovice,Sokolov
675 26,Jindřichovice,Jihlava
377 01,Rodvínov,Jindřichův Hradec
386 01,Jinín,Strakonice
252 25,Jinočany,Praha-západ
506 01,Jinolice,Jičín
158 00,Praha,Hlavní město Praha
155 00,Praha,Hlavní město Praha
675 71,Jinošov,Třebíč
675 32,Jiratice,Třebíč
387 01,Čepřovice,Strakonice
468 43,Jiřetín pod Bukovou,Jablonec nad Nisou
407 56,Jiřetín pod Jedlovou,Děčín
396 01,Jiřice,Pelhřimov
289 22,Jiřice,Nymburk
285 22,Řendějov,Kutná Hora
277 13,Kostelec nad Labem,Mělník
671 78,Jiřice u Miroslavi,Znojmo
671 54,Jiřice u Moravských Budějovic,Znojmo
570 01,Dolní Újezd,Svitavy
793 51,Jiříkov,Bruntál
582 82,Kámen,Havlíčkův Brod
664 51,Jiříkovice,Brno-venkov
250 90,Jirny,Praha-východ
294 11,Sezemice,Mladá Boleslav
463 45,Svijanský Újezd,Liberec
742 82,Jistebník,Nový Jičín
397 01,Vráž,Písek
373 12,Jílovice,České Budějovice
583 01,Jitkov,Havlíčkův Brod
463 44,Vlastibořice,Liberec
267 62,Jivina,Beroun
512 63,Troskovice,Semily
294 14,Jivina,Mladá Boleslav
346 01,Velký Malahov,Domažlice
542 13,Jívka,Trutnov
542 34,Jívka,Trutnov
373 71,Jivno,České Budějovice
783 16,Jívová,Olomouc
594 51,Jívoví,Žďár nad Sázavou
288 02,Jizbice,Nymburk
468 50,Kořenov,Jablonec nad Nisou
294 31,Jizerní Vtelno,Mladá Boleslav
679 74,Kněževes,Blansko
696 21,Josefov,Hodonín
551 02,Jaroměř,Náchod
110 00,Praha,Hlavní město Praha
593 01,Rožná,Žďár nad Sázavou
747 64,Hrabyně,Opava
293 07,Josefův Důl,Mladá Boleslav
471 57,Krompach,Česká Lípa
506 01,Kacákova Lhota,Jičín
511 01,Kacanovy,Semily
331 51,Kaceřov,Plzeň-sever
273 04,Kačice,Kladno
377 01,Kačlehy,Jindřichův Hradec
294 74,Předměřice nad Jizerou,Mladá Boleslav
256 01,Kozmice,Benešov
285 09,Kácov,Kutná Hora
285 22,Kácov,Kutná Hora
277 35,Kadlín,Mělník
378 81,Slavonice,Jindřichův Hradec
594 51,Kadolec,Žďár nad Sázavou
672 01,Kadov,Znojmo
387 33,Kadov,Strakonice
592 03,Kadov,Žďár nad Sázavou
257 86,Miličín,Benešov
383 01,Prachatice,Prachatice
392 01,Choustník,Tábor
338 43,Kakejcov,Rokycany
387 01,Předslavice,Strakonice
252 28,Třebotov,Praha-západ
387 16,Kalenice,Strakonice
386 01,Kalenice,Strakonice
588 42,Kalhov,Jihlava
251 65,Kaliště,Praha-východ
394 51,Kaliště,Pelhřimov
373 84,Lipí,České Budějovice
270 54,Kalivody,Rakovník
542 23,Mladé Buky,Trutnov
270 23,Velká Buková,Rakovník
594 55,Kaly,Brno-venkov
340 12,Křenice,Klatovy
407 13,Kámen,Děčín
394 13,Kámen,Pelhřimov
582 42,Kámen,Havlíčkův Brod
338 28,Kamenec,Rokycany
506 01,Konecchlumí,Jičín
251 68,Kamenice,Praha-východ
262 56,Klučenice,Příbram
588 22,Kamenice,Jihlava
588 23,Kamenice,Jihlava
675 03,Kamenice,Jihlava
790 69,Bílá Voda,Jeseník
405 02,Růžová,Děčín
539 41,Kameničky,Chrudim
538 25,Trhová Kamenice,Chrudim
471 14,Kamenický Šenov,Česká Lípa
564 01,Kameničná,Ústí nad Orlicí
352 01,Krásná,Cheb
588 13,Kamenná,Jihlava
789 74,Kamenná,Šumperk
675 03,Kamenná,Třebíč
374 01,Kamenná,České Budějovice
568 02,Kamenná Horka,Svitavy
257 01,Popovice,Benešov
582 92,Kamenná Lhota,Havlíčkův Brod
