,LAU 1,LAU 2,Název obce,celkem,latitude,longitude,id,obec,Zeměpisná šířka,Zeměpisná délka,vzdalenost
20875,CZ0635,597007.0,Velké Meziříčí,11452.0,49.3554996,16.0121507,102943559,Žďár nad Sázavou,49.565627,15.943057,23.892799152840364
20876,CZ0635,597007.0,Velké Meziříčí,11452.0,49.3554996,16.0121507,102943486,Bystřice nad Pernštejnem,49.517715,16.258234,25.337308498808184
20877,CZ0635,597007.0,Velké Meziříčí,11452.0,49.3554996,16.0121507,110026179,Žďár nad Sázavou,49.566429,15.93214,24.156638171664724
20879,CZ0635,597007.0,Velké Meziříčí,11452.0,49.3554996,16.0121507,110031334,Žďár nad Sázavou,49.557691,15.939988,23.079787073551195
20881,CZ0635,597007.0,Velké Meziříčí,11452.0,49.3554996,16.0121507,110250591,Třebíč,49.224915,15.891465,16.954354568169876
20882,CZ0635,597007.0,Velké Meziříčí,11452.0,49.3554996,16.0121507,110250842,Velká Bíteš,49.291349,16.222598,16.837921567116368
21339,CZ0635,595209.0,Žďár nad Sázavou,20485.0,49.5629014,15.9391924,401048,Polička,49.712635,16.267944,28.94248933903441
21661,CZ0635,595209.0,Žďár nad Sázavou,20485.0,49.5629014,15.9391924,102006881,Havlíčkův Brod,49.609084,15.580284,26.377820572526314
21662,CZ0635,595209.0,Žďár nad Sázavou,20485.0,49.5629014,15.9391924,102006920,Chotěboř,49.716829,15.672957,25.700081091456674
21664,CZ0635,595209.0,Žďár nad Sázavou,20485.0,49.5629014,15.9391924,102018006,Havlíčkův Brod,49.602624,15.579104,26.332985232764514
21665,CZ0635,595209.0,Žďár nad Sázavou,20485.0,49.5629014,15.9391924,102006954,Chotěboř,49.718219,15.671713,25.86969418508765
21676,CZ0635,595209.0,Žďár nad Sázavou,20485.0,49.5629014,15.9391924,108027457,Žďár nad Sázavou,49.567574,15.933153,0.6779839750339215
21677,CZ0635,595209.0,Žďár nad Sázavou,20485.0,49.5629014,15.9391924,102943508,Velké Meziříčí,49.351674,16.020545,24.212287265253092
21678,CZ0635,595209.0,Žďár nad Sázavou,20485.0,49.5629014,15.9391924,102943494,Nové Město na Moravě,49.563758,16.072654,9.625977624063603
21679,CZ0635,595209.0,Žďár nad Sázavou,20485.0,49.5629014,15.9391924,102943516,Žďár nad Sázavou,49.565058,15.944092,0.4270499522396252
21680,CZ0635,595209.0,Žďár nad Sázavou,20485.0,49.5629014,15.9391924,102943559,Žďár nad Sázavou,49.565627,15.943057,0.41174826186528424
21681,CZ0635,595209.0,Žďár nad Sázavou,20485.0,49.5629014,15.9391924,102943486,Bystřice nad Pernštejnem,49.517715,16.258234,23.56266714407873
21682,CZ0635,595209.0,Žďár nad Sázavou,20485.0,49.5629014,15.9391924,110026179,Žďár nad Sázavou,49.566429,15.93214,0.6423040457260928
21683,CZ0635,595209.0,Žďár nad Sázavou,20485.0,49.5629014,15.9391924,110030559,Havlíčkův Brod,49.609529,15.575103,26.753690132980314
21684,CZ0635,595209.0,Žďár nad Sázavou,20485.0,49.5629014,15.9391924,110031334,Žďár nad Sázavou,49.557691,15.939988,0.5822056974975114
