PSC,obec,okres
399 01,Zhoř,Písek
262 42,Chrást,Příbram
671 07,Oslnovice,Znojmo
398 35,Oslov,Písek
470 02,Holany,Česká Lípa
431 51,Okounov,Chomutov
273 25,Žižice,Kladno
252 42,Jesenice,Praha-západ
793 99,Osoblaha,Bruntál
335 01,Měčín,Klatovy
267 25,Osov,Beroun
594 53,Osová Bítýška,Žďár nad Sázavou
594 53,Osová Bítýška,Žďár nad Sázavou
594 01,Osové,Žďár nad Sázavou
267 25,Osov,Beroun
798 55,Ludmírov,Prostějov
675 52,Ostašov,Třebíč
285 04,Staňkovice,Kutná Hora
517 21,Lično,Rychnov nad Kněžnou
460 10,Liberec,Liberec
380 01,Budíškovice,Jindřichův Hradec
664 49,Ostopovice,Brno-venkov
294 04,Dolní Bousov,Mladá Boleslav
289 22,Ostrá,Nymburk
793 97,Bohušov,Bruntál
763 11,Ostrata,Zlín
711 00,Ostrava,Ostrava-město
717 00,Ostrava,Ostrava-město
739 34,Ostrava,Ostrava-město
700 30,Ostrava,Ostrava-město
700 30,Ostrava,Ostrava-město
713 00,Ostrava,Ostrava-město
725 28,Ostrava,Ostrava-město
719 00,Ostrava,Ostrava-město
720 00,Ostrava,Ostrava-město
739 32,Ostrava,Ostrava-město
700 30,Ostrava,Ostrava-město
711 00,Ostrava,Ostrava-město
713 00,Ostrava,Ostrava-město
703 00,Ostrava,Ostrava-město
709 00,Ostrava,Ostrava-město
711 00,Ostrava,Ostrava-město
725 26,Ostrava,Ostrava-město
719 00,Ostrava,Ostrava-město
718 00,Ostrava,Ostrava-město
725 28,Ostrava,Ostrava-město
702 00,Ostrava,Ostrava-město
709 00,Ostrava,Ostrava-město
723 00,Ostrava,Ostrava-město
715 00,Ostrava,Ostrava-město
702 00,Ostrava,Ostrava-město
703 00,Ostrava,Ostrava-město
710 00,Ostrava,Ostrava-město
712 00,Ostrava,Ostrava-město
739 24,Ostrava,Ostrava-město
724 00,Ostrava,Ostrava-město
709 00,Ostrava,Ostrava-město
725 29,Ostrava,Ostrava-město
725 27,Ostrava,Ostrava-město
725 25,Ostrava,Ostrava-město
708 00,Ostrava,Ostrava-město
702 00,Ostrava,Ostrava-město
724 00,Ostrava,Ostrava-město
708 00,Ostrava,Ostrava-město
716 00,Ostrava,Ostrava-město
710 00,Ostrava,Ostrava-město
713 00,Ostrava,Ostrava-město
715 00,Ostrava,Ostrava-město
724 00,Ostrava,Ostrava-město
721 00,Ostrava,Ostrava-město
725 25,Ostrava,Ostrava-město
722 00,Ostrava,Ostrava-město
703 00,Ostrava,Ostrava-město
700 30,Ostrava,Ostrava-město
709 00,Ostrava,Ostrava-město
700 30,Ostrava,Ostrava-město
739 14,Ostravice,Frýdek-Místek
411 45,Úštěk,Litoměřice
257 24,Ostředek,Benešov
530 02,Ostřešany,Pardubice
339 01,Ostřetice,Klatovy
534 01,Ostřetín,Pardubice
350 02,Poustka,Cheb
374 01,Ostrolovský Újezd,České Budějovice
346 01,Velký Malahov,Domažlice
507 52,Ostroměř,Jičín
348 02,Bor,Tachov
262 72,Ostrov,Příbram
538 63,Ostrov,Chrudim
263 01,Ouběnice,Příbram
290 01,Úmyslovice,Nymburk
383 01,Prachatice,Prachatice
561 22,Ostrov,Ústí nad Orlicí
594 51,Žďárec,Brno-venkov
363 01,Ostrov,Karlovy Vary
257 06,Ostrov,Benešov
285 22,Zbraslavice,Kutná Hora
584 01,Ostrov,Havlíčkův Brod
508 01,Třebnouševes,Jičín
345 25,Mutěnín,Domažlice
664 81,Ostrovačice,Brno-venkov
696 31,Ostrovánky,Hodonín
382 73,Malšín,Český Krumlov
381 01,Malšín,Český Krumlov
349 01,Černošín,Tachov
331 65,Velečín,Plzeň-sever
338 08,Ostrovec-Lhotka,Rokycany
393 01,Pelhřimov,Pelhřimov
594 45,Ostrov nad Oslavou,Žďár nad Sázavou
563 01,Lanškroun,Ústí nad Orlicí
330 38,Ostrov u Bezdružic,Plzeň-sever
679 14,Ostrov u Macochy,Blansko
349 01,Kostelec,Tachov
687 23,Ostrožská Lhota,Uherské Hradiště
687 22,Ostrožská Nová Ves,Uherské Hradiště
687 24,Uherský Ostroh,Uherské Hradiště
788 25,Ostružná,Jeseník
506 01,Ostružno,Jičín
342 01,Nezdice na Šumavě,Klatovy
582 82,Borek,Havlíčkův Brod
391 33,Jistebnice,Tábor
277 35,Stránka,Mělník
568 02,Karle,Svitavy
739 61,Třinec,Frýdek-Místek
687 42,Osvětimany,Uherské Hradiště
363 01,Stráž nad Ohří,Karlovy Vary
345 61,Osvračín,Domažlice
539 73,Tisovec,Chrudim
798 06,Otaslavice,Prostějov
396 01,Senožaty,Pelhřimov
334 01,Otěšice,Plzeň-jih
341 01,Nalžovské Hory,Klatovy
374 01,Trhové Sviny,České Budějovice
270 33,Žďár,Rakovník
747 81,Otice,Opava
251 63,Strančice,Praha-východ
382 29,Polná na Šumavě,Český Krumlov
588 33,Otín,Jihlava
339 01,Klatovy,Klatovy
588 22,Luka nad Jihlavou,Jihlava
348 15,Planá,Tachov
594 01,Otín,Žďár nad Sázavou
377 01,Jindřichův Hradec,Jindřichův Hradec
798 61,Otinoves,Prostějov
664 57,Otmarov,Brno-venkov
267 51,Otmíče,Beroun
683 54,Otnice,Vyškov
798 21,Hrubčice,Prostějov
345 22,Otov,Domažlice
549 72,Otovice,Náchod
360 01,Otovice,Karlovy Vary
675 71,Náměšť nad Oslavou,Třebíč
539 43,Otradov,Chrudim
257 06,Zvěstov,Benešov
257 03,Jankov,Benešov
259 01,Votice,Benešov
294 74,Skorkov,Mladá Boleslav
257 65,Čechtice,Benešov
349 01,Stříbro,Tachov
364 01,Otročín,Karlovy Vary
267 03,Otročiněves,Beroun
798 55,Hvozd,Prostějov
765 02,Otrokovice,Zlín
274 01,Slaný,Kladno
285 06,Soběšín,Kutná Hora
431 11,Otvice,Chomutov
273 27,Otvovice,Kladno
263 01,Ouběnice,Příbram
257 51,Bystřice,Benešov
294 13,Chocnějovice,Mladá Boleslav
562 01,Oucmanice,Ústí nad Orlicí
582 24,Oudoleň,Havlíčkův Brod
262 55,Počepice,Příbram
391 33,Jistebnice,Tábor
257 56,Neveklov,Benešov
378 33,Nová Bystřice,Jindřichův Hradec
280 02,Ovčáry,Kolín
277 14,Ovčáry,Mělník
285 31,Nové Dvory,Kutná Hora
405 02,Benešov nad Ploučnicí,Děčín
582 91,Ovesná Lhota,Havlíčkův Brod
383 01,Chroboly,Prachatice
353 01,Ovesné Kladruby,Cheb
756 24,Oznice,Vsetín
285 43,Paběnice,Kutná Hora
341 01,Pačejov,Klatovy
341 01,Pačejov,Klatovy
388 01,Škvořetice,Strakonice
463 44,Paceřice,Liberec
768 43,Pacetluky,Kroměříž
349 53,Bezdružice,Tachov
768 34,Pačlavice,Kroměříž
395 01,Pacov,Pelhřimov
251 01,Říčany,Praha-východ
571 01,Městečko Trnávka,Svitavy
391 31,Jistebnice,Tábor
463 45,Soběslavice,Liberec
664 91,Oslavany,Brno-venkov
463 43,Proseč pod Ještědem,Liberec
250 65,Bořanovice,Praha-východ
330 36,Křelovice,Plzeň-sever
741 01,Starý Jičín,Nový Jičín
257 65,Čechtice,Benešov
273 71,Páleč,Kladno
273 74,Klobuky,Kladno
350 02,Lipová,Cheb
262 31,Radětice,Příbram
739 41,Palkovice,Frýdek-Místek
789 83,Palonín,Šumperk
675 31,Pálovice,Třebíč
378 53,Strmilov,Jindřichův Hradec
342 01,Hartmanice,Klatovy
397 01,Drhovle,Písek
679 61,Pamětice,Blansko
503 51,Chlumec nad Cidlinou,Hradec Králové
285 22,Zbraslavice,Kutná Hora
340 04,Železná Ruda,Klatovy
675 31,Jemnice,Třebíč
463 31,Bílý Kostel nad Nisou,Liberec
589 01,Panenská Rozsíčka,Jihlava
250 70,Panenské Břežany,Praha-východ
439 05,Panenský Týnec,Louny
270 21,Panoší Újezd,Rakovník
594 53,Velká Bíteš,Žďár nad Sázavou
516 03,Rychnov nad Kněžnou,Rychnov nad Kněžnou
516 01,Rychnov nad Kněžnou,Rychnov nad Kněžnou
588 32,Brtnice,Jihlava
472 01,Dubá,Česká Lípa
378 53,Panské Dubenky,Jihlava
394 94,Černovice,Pelhřimov
407 61,Staré Křečany,Děčín
386 01,Paračov,Strakonice
530 02,Pardubice,Pardubice
530 02,Pardubice,Pardubice
530 03,Pardubice,Pardubice
533 01,Pardubice,Pardubice
257 01,Chotýšany,Benešov
342 01,Petrovice u Sušice,Klatovy
682 01,Vyškov,Vyškov
506 01,Holín,Jičín
506 01,Mladějov,Jičín
538 43,Běstvina,Chrudim
560 02,Česká Třebová,Ústí nad Orlicí
753 55,Paršovice,Přerov
335 01,Neurazy,Plzeň-jih
753 01,Partutovice,Přerov
783 97,Paseka,Olomouc
391 31,Radkov,Tábor
385 01,Borová Lada,Prachatice
783 97,Paseka,Olomouc
398 11,Paseky,Písek
264 01,Osečany,Příbram
539 44,Proseč,Chrudim
374 01,Horní Stropnice,České Budějovice
517 41,Hřibiny-Ledská,Rychnov nad Kněžnou
512 47,Paseky nad Jizerou,Semily
373 41,Pištín,České Budějovice
280 02,Pašinka,Kolín
374 01,Komařice,České Budějovice
739 21,Paskov,Frýdek-Místek
691 22,Pasohlávky,Brno-venkov
687 56,Pašovice,Uherské Hradiště
375 01,Chrášťany,České Budějovice
388 01,Bezdědovice,Strakonice
331 65,Pastuchovice,Plzeň-sever
352 01,Hranice,Cheb
564 01,Pastviny,Ústí nad Orlicí
342 01,Sušice,Klatovy
439 08,Peruc,Louny
290 01,Pátek,Nymburk
783 21,Bílá Lhota,Olomouc
434 01,Patokryje,Most
289 37,Loučeň,Nymburk
671 56,Pavlice,Znojmo
472 01,Tuhaň,Česká Lípa
348 06,Třemešné,Tachov
270 21,Pavlíkov,Rakovník
269 01,Pavlíkov,Rakovník
594 01,Pavlínov,Žďár nad Sázavou
547 01,Náchod,Náchod
273 51,Pavlov,Kladno
588 33,Pavlov,Jihlava
789 85,Pavlov,Šumperk
393 01,Pavlov,Pelhřimov
692 01,Pavlov,Břeclav
391 43,Mladá Vožice,Tábor
584 01,Pavlov,Havlíčkův Brod
594 44,Pavlov,Žďár nad Sázavou
258 01,Pavlovice,Benešov
472 01,Jestřebí,Česká Lípa
683 41,Bohdalice-Pavlovice,Vyškov
348 15,Planá,Tachov
285 22,Vlastějovice,Kutná Hora
798 30,Pavlovice u Kojetína,Prostějov
751 11,Pavlovice u Přerova,Přerov
779 00,Olomouc,Olomouc
337 01,Dobřív,Rokycany
582 55,Herálec,Havlíčkův Brod
586 01,Jihlava,Jihlava
682 01,Vyškov,Vyškov
739 51,Pazderna,Frýdek-Místek
257 03,Popovice,Benešov
570 01,Litomyšl,Svitavy
273 08,Pchery,Kladno
344 01,Pec,Domažlice
380 01,Peč,Jindřichův Hradec
257 41,Týnec nad Sázavou,Benešov
339 01,Bolešiny,Klatovy
399 01,Hrejkovice,Písek
294 46,Pěčice,Mladá Boleslav
262 31,Pečice,Příbram
262 32,Pečice,Příbram
262 31,Pečice,Příbram
571 01,Městečko Trnávka,Svitavy
374 01,Trhové Sviny,České Budějovice
517 61,Pěčín,Rychnov nad Kněžnou
517 57,Pěčín,Rychnov nad Kněžnou
256 01,Struhařov,Benešov
271 01,Nové Strašecí,Rakovník
507 82,Pecka,Jičín
289 11,Pečky,Kolín
383 01,Pěčnov,Prachatice
542 21,Pec pod Sněžkou,Trutnov
378 42,Jarošov nad Nežárkou,Jindřichův Hradec
666 01,Tišnov,Brno-venkov
393 01,Pelhřimov,Pelhřimov
391 33,Borotín,Tábor
463 31,Bílý Kostel nad Nisou,Liberec
405 02,Česká Kamenice,Děčín
570 01,Cerekvice nad Loučnou,Svitavy
364 71,Stružná,Karlovy Vary
257 89,Heřmaničky,Benešov
363 01,Stráž nad Ohří,Karlovy Vary
517 41,Vamberk,Rychnov nad Kněžnou
516 01,Vamberk,Rychnov nad Kněžnou
507 13,Železnice,Jičín
384 51,Nová Pec,Prachatice
549 54,Police nad Metují,Náchod
364 61,Teplá,Cheb
394 70,Častrov,Pelhřimov
535 01,Lipoltice,Pardubice
468 22,Železný Brod,Jablonec nad Nisou
344 01,Pelechy,Domažlice
373 65,Dolní Bukovsko,České Budějovice
511 01,Turnov,Semily
350 02,Cheb,Cheb
393 01,Pelhřimov,Pelhřimov
468 02,Rychnov u Jablonce nad Nisou,Jablonec nad Nisou
257 63,Tichonice,Benešov
751 27,Přerov,Přerov
798 57,Pěnčín,Prostějov
463 45,Pěnčín,Liberec
468 21,Pěnčín,Jablonec nad Nisou
539 44,Perálec,Chrudim
512 04,Peřimov,Semily
394 70,Častrov,Pelhřimov
383 01,Prachatice,Prachatice
691 86,Perná,Břeclav
756 41,Lešná,Vsetín
562 01,Orlické Podhůří,Ústí nad Orlicí
330 36,Pernarec,Plzeň-sever
382 26,Horní Planá,Český Krumlov
362 36,Pernink,Karlovy Vary
348 01,Částkov,Tachov
592 62,Nedvědice,Brno-venkov
593 01,Věžná,Žďár nad Sázavou
592 61,Pernštejnské Jestřabí,Brno-venkov
582 63,Havlíčkova Borová,Havlíčkův Brod
431 63,Perštejn,Chomutov
284 01,Kutná Hora,Kutná Hora
460 01,Liberec,Liberec
285 22,Pertoltice,Kutná Hora
471 24,Pertoltice pod Ralskem,Česká Lípa
439 07,Peruc,Louny
538 54,Řepníky,Ústí nad Orlicí
431 11,Pesvice,Chomutov
251 67,Pětihosty,Praha-východ
294 30,Pětikozly,Mladá Boleslav
431 53,Pětipsy,Chomutov
294 04,Petkovy,Mladá Boleslav
431 51,Domašín,Chomutov
463 42,Bílá,Liberec
594 01,Petráveč,Žďár nad Sázavou
251 69,Petříkov,Praha-východ
374 01,Petříkov,České Budějovice
788 25,Ostružná,Jeseník
541 01,Chvaleč,Trutnov
399 01,Nadějkov,Tábor
538 21,Mladoňovice,Chrudim
258 01,Tehov,Benešov
538 07,Bojanov,Chrudim
393 01,Zachotín,Pelhřimov
580 01,Lípa,Havlíčkův Brod
539 01,Vysočina,Chrudim
539 01,Trhová Kamenice,Chrudim
725 29,Ostrava,Ostrava-město
741 01,Starý Jičín,Nový Jičín
439 85,Petrohrad,Louny
256 01,Petroupim,Benešov
256 01,Petroupim,Benešov
696 65,Petrov,Hodonín
679 62,Petrov,Blansko
257 68,Studený,Benešov
252 06,Petrov,Praha-západ
252 81,Petrov,Praha-západ
588 31,Puklice,Jihlava
340 12,Měčín,Klatovy
257 86,Miličín,Benešov
386 01,Osek,Strakonice
396 01,Humpolec,Pelhřimov
790 65,Skorošice,Jeseník
344 01,Újezd,Domažlice
675 21,Petrovice,Třebíč
582 53,Štoky,Havlíčkův Brod
793 84,Petrovice,Bruntál
672 01,Petrovice,Znojmo
679 02,Petrovice,Blansko
563 01,Petrovice,Ústí nad Orlicí
257 51,Bystřice,Benešov
262 55,Petrovice,Příbram
373 12,Mladošovice,České Budějovice
270 35,Petrovice,Rakovník
549 54,Velké Petrovice,Náchod
542 34,Malé Svatoňovice,Trutnov
403 37,Petrovice,Ústí nad Labem
503 55,Petrovice,Hradec Králové
471 25,Jablonné v Podještědí,Liberec
517 21,Týniště nad Orlicí,Rychnov nad Kněžnou
592 31,Nové Město na Moravě,Žďár nad Sázavou
286 01,Petrovice I,Kutná Hora
285 22,Petrovice II,Kutná Hora
340 22,Janovice nad Úhlavou,Klatovy
735 72,Petrovice u Karviné,Karviná
342 01,Petrovice u Sušice,Klatovy
582 82,Uhelná Příbram,Havlíčkův Brod
339 01,Předslav,Klatovy
508 01,Petrovičky,Jičín
549 54,Velké Petrovice,Náchod
561 64,Mladkov,Ústí nad Orlicí
517 21,Týniště nad Orlicí,Rychnov nad Kněžnou
503 46,Týniště nad Orlicí,Rychnov nad Kněžnou
788 14,Petrov nad Desnou,Šumperk
788 16,Petrov nad Desnou,Šumperk
395 01,Vyklantice,Pelhřimov
571 01,Staré Město,Svitavy
384 11,Netolice,Prachatice
763 21,Petrůvka,Zlín
571 01,Městečko Trnávka,Svitavy
675 52,Petrůvky,Třebíč
742 60,Petřvald,Nový Jičín
742 60,Petřvald,Nový Jičín
735 11,Petřvald,Karviná
735 41,Petřvald,Karviná
742 60,Petřvald,Nový Jičín
256 01,Soběhrdy,Benešov
342 01,Hlavňovice,Klatovy
257 03,Jankov,Benešov
262 23,Pičín,Příbram
262 25,Pičín,Příbram
471 18,Nový Bor,Česká Lípa
339 01,Klatovy,Klatovy
592 53,Pikárec,Žďár nad Sázavou
391 33,Borotín,Tábor
252 09,Hradištko,Praha-západ
344 01,Trhanov,Domažlice
360 01,Pila,Karlovy Vary
500 03,Hradec Králové,Hradec Králové
463 12,Liberec,Liberec
542 42,Pilníkov,Trutnov
513 01,Záhoří,Semily
602 00,Brno,Brno-město
603 00,Brno,Brno-město
623 00,Brno,Brno-město
634 00,Brno,Brno-město
637 00,Brno,Brno-město
639 00,Brno,Brno-město
789 91,Písařov,Šumperk
347 01,Lesná,Tachov
398 43,Slabčice,Písek
436 01,Litvínov,Most
790 82,Písečná,Jeseník
739 91,Písečná,Frýdek-Místek
561 70,Písečná,Ústí nad Orlicí
470 01,Česká Lípa,Česká Lípa
378 72,Písečné,Jindřichův Hradec
593 01,Písečné,Žďár nad Sázavou
739 84,Písek,Frýdek-Místek
330 35,Líšťany,Plzeň-sever
503 51,Písek,Hradec Králové
793 95,Město Albrechtice,Bruntál
783 83,Troubelice,Olomouc
290 01,Písková Lhota,Nymburk
294 31,Písková Lhota,Mladá Boleslav
270 23,Křivoklát,Rakovník
747 18,Píšť,Opava
396 01,Píšť,Pelhřimov
411 01,Píšťany,Litoměřice
373 46,Pištín,České Budějovice
378 02,Pístina,Jindřichův Hradec
378 18,Pístina,Jindřichův Hradec
586 01,Jihlava,Jihlava
348 13,Chodová Planá,Tachov
683 05,Račice-Pístovice,Vyškov
289 13,Písty,Nymburk
413 01,Budyně nad Ohří,Litoměřice
793 99,Vysoká,Bruntál
687 71,Pitín,Uherské Hradiště
798 24,Pivín,Prostějov
387 73,Pivkovice,Strakonice
285 04,Chlístovice,Kutná Hora
345 22,Mnichov,Domažlice
593 01,Bystřice nad Pernštejnem,Žďár nad Sázavou
789 01,Zábřeh,Šumperk
257 89,Smilkov,Benešov
331 62,Nečtiny,Plzeň-sever
500 02,Hradec Králové,Hradec Králové
500 04,Hradec Králové,Hradec Králové
503 32,Hradec Králové,Hradec Králové
396 01,Humpolec,Pelhřimov
500 02,Hradec Králové,Hradec Králové
503 01,Hradec Králové,Hradec Králové
378 81,Dešná,Jindřichův Hradec
330 38,Ostrov u Bezdružic,Plzeň-sever
330 11,Hromnice,Plzeň-sever
348 15,Planá,Tachov
262 56,Klučenice,Příbram
370 01,Planá,České Budějovice
391 02,Planá nad Lužnicí,Tábor
391 11,Planá nad Lužnicí,Tábor
281 04,Plaňany,Kolín
539 01,Vojtěchov,Chrudim
588 41,Plandry,Jihlava
331 01,Pláně,Plzeň-sever
345 06,Všeruby,Domažlice
340 34,Plánice,Klatovy
341 42,Číhaň,Klatovy
382 26,Černá v Pošumaví,Český Krumlov
335 63,Nové Mitrovice,Plzeň-jih
262 42,Hvožďany,Příbram
378 21,Pluhův Žďár,Jindřichův Hradec
373 48,Sedlec,České Budějovice
331 01,Plasy,Plzeň-sever
530 02,Moravany,Pardubice
530 02,Moravany,Pardubice
342 01,Dlouhá Ves,Klatovy
370 07,Plav,České Budějovice
671 32,Plaveč,Znojmo
671 52,Plaveč,Znojmo
378 02,Plavsko,Jindřichův Hradec
468 46,Plavy,Jablonec nad Nisou
293 01,Plazy,Mladá Boleslav
533 45,Plch,Pardubice
273 75,Plchov,Kladno
565 01,Plchovice,Ústí nad Orlicí
257 51,Bystřice,Benešov
565 01,Choceň,Ústí nad Orlicí
391 33,Jistebnice,Tábor
571 01,Městečko Trnávka,Svitavy
788 03,Nový Malín,Šumperk
671 51,Plenkovice,Znojmo
345 25,Bělá nad Radbuzou,Domažlice
378 21,Pleše,Jindřichův Hradec
675 52,Třebenice,Třebíč
340 21,Janovice nad Úhlavou,Klatovy
262 56,Krásná Hora nad Vltavou,Příbram
472 01,Dubá,Česká Lípa
381 01,Český Krumlov,Český Krumlov
351 35,Plesná,Cheb
725 27,Ostrava,Ostrava-město
330 33,Plešnice,Plzeň-sever
768 11,Chropyně,Kroměříž
381 01,Zlatá Koruna,Český Krumlov
273 51,Pletený Újezd,Kladno
393 01,Olešná,Pelhřimov
334 01,Řenče,Plzeň-jih
348 02,Ošelín,Tachov
506 01,Samšina,Jičín
286 01,Červené Janovice,Kutná Hora
341 42,Zavlekov,Klatovy
783 86,Dlouhá Loučka,Olomouc
338 08,Plískov,Rokycany
398 04,Mirovice,Písek
411 42,Ploskovice,Litoměřice
503 01,Hradec Králové,Hradec Králové
503 11,Hradec Králové,Hradec Králové
511 01,Všeň,Semily
471 24,Ralsko,Česká Lípa
512 51,Lomnice nad Popelkou,Semily
378 24,Pluhův Žďár,Jindřichův Hradec
798 03,Plumlov,Prostějov
294 23,Plužná,Mladá Boleslav
301 00,Plzeň,Plzeň-město
316 00,Plzeň,Plzeň-město
323 00,Plzeň,Plzeň-město
301 00,Plzeň,Plzeň-město
323 00,Plzeň,Plzeň-město
326 00,Plzeň,Plzeň-město
326 00,Plzeň,Plzeň-město
326 00,Plzeň,Plzeň-město
301 00,Plzeň,Plzeň-město
318 00,Plzeň,Plzeň-město
301 00,Plzeň,Plzeň-město
301 00,Plzeň,Plzeň-město
318 00,Plzeň,Plzeň-město
301 00,Plzeň,Plzeň-město
301 00,Plzeň,Plzeň-město
312 00,Plzeň,Plzeň-město
312 00,Plzeň,Plzeň-město
312 00,Plzeň,Plzeň-město
312 00,Plzeň,Plzeň-město
318 00,Plzeň,Plzeň-město
322 00,Plzeň,Plzeň-město
322 00,Plzeň,Plzeň-město
337 01,Rokycany,Rokycany
346 01,Horšovský Týn,Domažlice
440 01,Pnětluky,Louny
411 15,Podsedice,Litoměřice
289 41,Pňov-Předhradí,Kolín
330 33,Pňovany,Plzeň-sever
784 01,Pňovice,Olomouc
262 42,Rožmitál pod Třemšínem,Příbram
415 01,Ohníč,Teplice
345 22,Poběžovice,Domažlice
534 01,Poběžovice u Holic,Pardubice
535 01,Poběžovice u Přelouče,Pardubice
393 01,Pelhřimov,Pelhřimov
280 02,Plaňany,Kolín
339 01,Bezděkov,Klatovy
789 01,Jestřebí,Šumperk
533 04,Sezemice,Pardubice
262 72,Počaply,Příbram
412 01,Terezín,Litoměřice
267 01,Králův Dvůr,Beroun
358 01,Kraslice,Sokolov
394 64,Počátky,Pelhřimov
583 01,Chotěboř,Havlíčkův Brod
538 07,Seč,Chrudim
538 43,Seč,Chrudim
440 01,Počedělice,Louny
768 33,Počenice-Tetětice,Kroměříž
262 55,Počepice,Příbram
411 08,Štětí,Litoměřice
440 01,Výškov,Louny
360 17,Karlovy Vary,Karlovy Vary
747 71,Brumovice,Opava
792 01,Široká Niva,Bruntál
270 55,Pochvalov,Rakovník
345 09,Pocinovice,Domažlice
346 01,Semněvice,Domažlice
591 01,Počítky,Žďár nad Sázavou
674 01,Třebíč,Třebíč
794 01,Krnov,Bruntál
270 33,Jesenice,Rakovník
441 01,Podbořanský Rohozec,Louny
441 01,Podbořany,Louny
391 61,Opařany,Tábor
411 19,Mšené-lázně,Litoměřice
294 74,Skorkov,Mladá Boleslav
267 27,Podbrdy,Beroun
518 01,Podbřezí,Rychnov nad Kněžnou
518 03,Podbřezí,Rychnov nad Kněžnou
683 01,Podbřežice,Vyškov
518 01,Semechnice,Rychnov nad Kněžnou
293 01,Mladá Boleslav,Mladá Boleslav
399 01,Chyšky,Písek
794 01,Krnov,Bruntál
511 01,Vyskeř,Semily
530 02,Dašice,Pardubice
251 65,Kaliště,Praha-východ
580 01,Havlíčkův Brod,Havlíčkův Brod
290 01,Poděbrady,Nymburk
290 01,Poděbrady,Nymburk
290 01,Poděbrady,Nymburk
290 01,Poděbrady,Nymburk
290 01,Poděbrady,Nymburk
538 63,Chroustovice,Chrudim
257 41,Týnec nad Sázavou,Benešov
384 11,Malovice,Prachatice
592 12,Poděšín,Žďár nad Sázavou
345 61,Poděvousy,Domažlice
507 13,Radim,Jičín
346 01,Horšovský Týn,Domažlice
375 01,Temelín,České Budějovice
463 43,Kobyly,Liberec
294 13,Mohelnice nad Jizerou,Mladá Boleslav
277 51,Nelahozeves,Mělník
539 44,Leština,Ústí nad Orlicí
538 41,Podhořany u Ronova,Chrudim
350 02,Cheb,Cheb
583 01,Jeřišno,Havlíčkův Brod
751 31,Lipník nad Bečvou,Přerov
535 01,Choltice,Pardubice
507 54,Podhorní Újezd a Vojice,Jičín
350 02,Cheb,Cheb
352 01,Podhradí,Cheb
749 01,Vítkov,Opava
506 01,Podhradí,Jičín
763 26,Podhradí,Zlín
538 43,Třemošnice,Chrudim
294 01,Bakov nad Jizerou,Mladá Boleslav
671 06,Podhradí nad Dyjí,Znojmo
768 71,Podhradní Lhota,Kroměříž
534 01,Holice,Pardubice
543 03,Vrchlabí,Trutnov
335 01,Kasejovice,Plzeň-jih
683 21,Podivice,Vyškov
396 01,Kaliště,Pelhřimov
691 45,Podivín,Břeclav
463 43,Všelibice,Liberec
674 01,Třebíč,Třebíč
763 18,Podkopná Lhota,Zlín
506 01,Libošovice,Jičín
266 01,Chyňava,Beroun
538 51,Chrast,Chrudim
293 01,Mladá Boleslav,Mladá Boleslav
350 02,Dolní Žandov,Cheb
257 86,Neustupov,Benešov
261 01,Podlesí,Příbram
736 01,Havířov,Karviná
360 01,Sadov,Karlovy Vary
788 33,Malá Morava,Šumperk
534 01,Holice,Pardubice
793 31,Světlá Hora,Bruntál
592 02,Sněžné,Žďár nad Sázavou
341 92,Kašperské Hory,Klatovy
470 02,Horní Police,Česká Lípa
747 87,Budišov nad Budišovkou,Opava
757 01,Valašské Meziříčí,Vsetín
378 81,Staré Město pod Landštejnem,Jindřichův Hradec
569 04,Brněnec,Svitavy
569 02,Brněnec,Svitavy
441 01,Veliká Ves,Chomutov
273 25,Podlešín,Kladno
400 02,Stebno,Ústí nad Labem
509 01,Nová Paka,Jičín
538 25,Nasavrky,Chrudim
268 01,Podluhy,Beroun
413 01,Roudnice nad Labem,Litoměřice
289 34,Rožďalovice,Nymburk
257 55,Maršovice,Benešov
539 44,Proseč,Chrudim
582 64,Podmoklany,Havlíčkův Brod
513 01,Semily,Semily
338 08,Podmokly,Rokycany
342 01,Podmokly,Klatovy
330 35,Úněšov,Plzeň-sever
405 02,Děčín,Děčín
289 04,Podmoky,Nymburk
582 82,Podmoky,Havlíčkův Brod
262 56,Krásná Hora nad Vltavou,Příbram
669 02,Podmolí,Znojmo
671 06,Podmyče,Znojmo
391 33,Jistebnice,Tábor
250 73,Podolanka,Praha-východ
783 25,Bouzov,Olomouc
257 03,Jankov,Benešov
341 42,Kolinec,Klatovy
756 44,Podolí,Vsetín
679 61,Letovice,Blansko
664 03,Podolí,Brno-venkov
751 16,Podolí,Přerov
789 85,Mohelnice,Šumperk
592 61,Borač,Brno-venkov
383 01,Prachatice,Prachatice
386 01,Radomyšl,Strakonice
257 53,Vojkov,Benešov
289 34,Rožďalovice,Nymburk
686 04,Podolí,Uherské Hradiště
592 55,Podolí,Žďár nad Sázavou
257 53,Olbramovice,Benešov
391 43,Ratibořské Hory,Tábor
503 15,Králíky,Hradec Králové
295 01,Mnichovo Hradiště,Mladá Boleslav
294 13,Mnichovo Hradiště,Mladá Boleslav
398 43,Podolí I,Písek
397 01,Předotice,Písek
398 43,Podolí I,Písek
683 04,Podomí,Vyškov
281 44,Bečváry,Kolín
267 51,Bavoryně,Beroun
565 01,Choceň,Ústí nad Orlicí
346 01,Horšovský Týn,Domažlice
360 01,Jenišov,Karlovy Vary
388 01,Bělčice,Strakonice
